A0109386, GREENHILL SCHOOL, Private, (972) 628-5400, PK, 12, 75001
481890012523, COTTON VALLEY EARLY COLLEGE H S, Public, (915) 765-2600, 9,9,79838
481890012036, FABENS EL, Public, (915) 765-2650, PK, 3, 79838
481890001768, FABENS H S, Public, (915) 765-2620, 9, 12, 79838
481890010651, FABENS JJAEP, Public, (915) 434-0000, N ,N ,79838
481890001765, FABENS MIDDLE SCHOOL, Public, (915) 765-2630, 6, 8, 79838
481890001766, ODONNELL ELEMENTARY, Public, (915) 765-2640, 4, 5, 79838
482013010851, BENITO MARTINEZ EL, Public, (915) 769-3913, PK, 5, 79839
482013010849, FORT HANCOCK HS, Public, (915) 769-3811, 9, 12, 79839
482013010850, FORT HANCOCK MIDDLE, Public, (915) 769-3868, 6, 8, 79839
482898003272, MARATHON INDEPENDENT SCHOOL DIST, Public, (432) 386-4431, PK, 12, 79842
482904003276, MARFA EL, Public, (432) 729-4252, PK, 6, 79843
482904003277, MARFA JUNIOR/SENIOR HIGH, Public, (432) 729-4252, 7, 12, 79843
483580005906, LUCY REDE FRANCO MIDDLE, Public, (432) 229-1125, 7, 9, 79845
483580004054, PRESIDIO EL, Public, (432) 229-3200, PK, 6, 79845
483580004055, PRESIDIO H S, Public, (432) 229-1100, 10, 12, 79845
484242004836, SANDERSON EL, Public, (432) 345-2515, PK, 5, 79848
484242004837, SANDERSON JUNIOR/SENIOR HIGH, Public, (432) 345-2515, 6, 12, 79848
483885008547, ALFONSO BORREGO SR ELEMENTARY, Public, (915) 872-3910, 1, 5, 79849
483885006171, ANN M GARCIA-ENRIQUEZ MIDDLE SCHOOL, Public, (915) 872-3960, 6, 8, 79849
483885006948, JOSEFA L SAMBRANO EL, Public, (915) 872-3950, 1, 5, 79849
483885004432, L G ALARCON ELEMENTARY, Public, (915) 872-3930, 1, 5, 79849
483885006907, LORENZO LOYA PRI, Public, (915) 872-3940, PK, KG, 79849
483885004433, SAN ELIZARIO H S, Public, (915) 872-3970, 9, 12, 79849
483885010652, SAN ELIZARIO JJAEP, Public, (915) 872-3900, N ,N ,79849
484020004558, SIERRA BLANCA SCHOOL, Public, (915) 369-2781, KG, 12, 79851
484239007193, BIG BEND H S, Public, (915) 371-2281, 9, 12, 79852
484239004835, TERLINGUA EL, Public, (915) 371-2281, KG, 8, 79852
484299010658, TORNILLO DAEP, Public, (915) 765-3000, N ,N ,79853
484299000877, TORNILLO EL, Public, (915) 765-3100, PK, 3, 79853
484299004898, TORNILLO H S, Public, (915) 765-3500, 9, 12, 79853
484299009546, TORNILLO INT, Public, (915) 765-3300, 4, 6, 79853
484299007275, TORNILLO JH, Public, (915) 765-3400, 7, 8, 79853
484374004975, VALENTINE SCHOOL, Public, (432) 467-2671, PK, 12, 79854
481599001169, EAGLE EL, Public, (915) 283-9201, PK, 5, 79855
481599001171, VAN HORN H S, Public, (915) 283-9258, 9, 12, 79855
481599001172, VAN HORN J H, Public, (915) 283-9212, 6, 8, 79855
481830001662, AOY EL, Public, (915) 351-3220, PK, 5, 79901
481830001686, GUILLEN MIDDLE, Public, (915) 496-4620, 6, 8, 79901
481830001687, HART EL, Public, (915) 496-8030, PK, 5, 79901
480028611410, LA FE PREPARATORY SCHOOL, Public, (915) 533-4560, PK, 4, 79901
481830008208, TELLES ACADEMY J J A E P, Public, (915) 496-4600, 9, 12, 79901
A0702210, FATHER YERMO EARLY LEARNING CENTER, Private, (915) 532-6875, PK, 2, 79901
01326316, LYDIA PATTERSON INSTITUTE, Private, (915) 533-8286, 9, 12, 79901
481830012491, ABOUT FACE JJAEP, Public, (915) 351-3240, N ,N ,79902
481830010643, ABOUT FACE PROGRAM EL, Public, (915) 351-3240, 1, 5, 79902
481830001683, EL PASO H S, Public, (915) 496-8300, 9, 12, 79902
481830001697, LAMAR EL, Public, (915) 351-3200, PK, 5, 79902
481830001703, MESITA EL, Public, (915) 496-8180, PK, 5, 79902
480010611212, PASEO DEL NORTE ACAD YSLETA, Public, (915) 532-7216, 9, 12, 79902
480010608207, PASO DEL NORTE ACADEMY, Public, (915) 532-7216, 9, 12, 79902
481830001718, VILAS EL, Public, (915) 351-3240, PK, 5, 79902
481830006251, WIGGS MIDDLE, Public, (915) 231-2100, 6, 8, 79902
01324738, CATHEDRAL HIGH SCHOOL, Private, (915) 532-3238, 9, 12, 79902
AA000163, EL PASO BRIDGES ACADEMY, Private, (915) 532-6647, 1, 9, 79902
A9707956, FIRST PRESBYTERIAN PRESCHOOL, Private, (915) 532-6157, PK, KG, 79902
Y1325866, ST CLEMENT'S PARISH SCHOOL, Private, (915) 533-4248, PK, 8, 79902
01324647, ST PATRICK CATHEDRAL SCHOOL, Private, (915) 532-4142, PK, 8, 79902
BB101556, TRINTIY-FIRST UM CHURCH & CHILDREN'S WEEKDAY, Private, (915) 533-2674, PK, KG, 79902
481830001660, ALTA VISTA EL, Public, (915) 231-2620, PK, 5, 79903
481830001676, COLDWELL EL, Public, (915) 231-2220, PK, 5, 79903
481830001691, HILLSIDE EL, Public, (915) 587-2560, PK, 5, 79903
A0109420, LORETTO ACADEMY, Private, (915) 566-8400, PK, 12, 79903
01326804, RADFORD SCHOOL, Private, (915) 565-2737, PK, 12, 79903
01324658, ST JOSEPH'S SCHOOL, Private, (915) 566-1661, PK, 8, 79903
A0903640, ZION LUTHERAN DAY SCHOOL, Private, (915) 565-7999, PK, KG, 79903
481830001671, BURNET EL, Public, (915) 231-2580, PK, 5, 79904
481830005982, CANYON HILLS MIDDLE, Public, (915) 231-2240, 6, 8, 79904
481830008776, CHAPIN HS, Public, (915) 832-6730, 9, 12, 79904
481830009228, DR LORENZO G LAFARELLE MIDDLE, Public, (915) 751-7186, 6, 8, 79904
481830005985, LEE EL, Public, (915) 587-3560, PK, 5, 79904
481830001700, LOGAN EL, Public, (915) 231-2720, PK, 5, 79904
481830001705, MAGOFFIN MIDDLE, Public, (915) 231-2160, 6, 8, 79904
481830001707, PARK EL, Public, (915) 587-3540, PK, 5, 79904
A9106435, BETHEL CHRISTIAN SCHOOL, Private, (915) 565-2222, PK, 12, 79904
A9106533, TRINITY LUTHERAN SCHOOL, Private, (915) 755-7259, KG, 8, 79904
481830001665, BEALL EL, Public, (915) 496-8120, PK, 5, 79905
481830001668, BOWIE H S, Public, (915) 496-8200, 9, 12, 79905
481830001670, BURLESON EL, Public, (915) 351-3260, PK, 5, 79905
481830001675, CLARDY EL, Public, (915) 887-4040, PK, 5, 79905
481830001677, COOLEY EL, Public, (915) 780-1020, PK, 5, 79905
481830001681, DOUGLASS EL, Public, (915) 496-8070, PK, 5, 79905
481830001688, HAWKINS EL, Public, (915) 587-2660, PK, 5, 79905
481830001689, HENDERSON MIDDLE, Public, (915) 887-3080, 6, 8, 79905
481830001695, JEFFERSON H S, Public, (915) 496-8010, 9, 12, 79905
481830003791, SILVA HEALTH MAGNET, Public, (915) 533-9654, 9, 12, 79905
481830001722, ZAVALA EL, Public, (915) 496-8160, PK, 5, 79905
01324727, FATHER YERMO ELEMENTARY SCHOOL, Private, (915) 533-4693, PK, 8, 79905
A0903514, FATHER YERMO SCHOOLS, Private, (915) 532-6875, PK, 12, 79905
A0303131, SOLID ROCK CHRISTIAN ACADEMY, Private, (915) 562-7373, 6, 12, 79905
01324636, ST PIUS X SCHOOL, Private, (915) 772-6598, PK, 8, 79905
481830001666, BLISS EL, Public, (915) 587-2540, PK, 5, 79906
484668009231, ADULT/COMMUNITY LRN CTR, Public, (915) 434-9400, N ,N ,79907
484668006994, ALICIA R CHACON, Public, (915) 434-9200, KG, 8, 79907
484668006809, CAMINO REAL MS, Public, (915) 434-8300, 6, 8, 79907
484668005310, CAPISTRANO ES, Public, (915) 434-8600, KG, 6, 79907
484668006496, DEL VALLE HS, Public, (915) 434-3000, 9, 12, 79907
480027211213, HARMONY SCIENCE ACAD (EL PASO), Public, (915) 859-4620, KG, 12, 79907
484668005322, HILLCREST MS, Public, (915) 434-2200, 7, 8, 79907
484668005939, LANCASTER ES, Public, (915) 434-3400, KG, 6, 79907
484668005324, LE BARRON PARK ES, Public, (915) 434-3500, KG, 6, 79907
484668005325, LOMA TERRACE ES, Public, (915) 434-2600, PK, 6, 79907
484668005326, MARIAN MANOR ES, Public, (915) 434-3600, KG, 6, 79907
484668005327, MESA VISTA ES, Public, (915) 434-2700, KG, 6, 79907
484668006810, MISSION VALLEY ES, Public, (915) 434-3700, KG, 6, 79907
484668005332, PASODALE ES, Public, (915) 434-8500, PK, 5, 79907
484668005333, PRESA ES, Public, (915) 434-8700, PK, 5, 79907
484668007596, RIO BRAVO MS, Public, (915) 434-8400, 6, 8, 79907
484668006995, ROBERT F KENNEDY PRE-K CENTER, Public, (915) 434-9100, PK,PK,79907
484668005341, SOUTH LOOP ES, Public, (915) 434-8800, KG, 5, 79907
484668005344, VALLEY VIEW MS, Public, (915) 434-3300, 7, 8, 79907
484668005346, YSLETA ES, Public, (915) 434-8900, PK, 6, 79907
484668005347, YSLETA HS, Public, (915) 434-8000, 9, 12, 79907
484668005348, YSLETA MS, Public, (915) 434-8200, 7, 8, 79907
AA890893, FAITH CHRISTIAN ACADEMY, Private, (915) 594-3305, PK, 12, 79907
A0790166, MARANATA CHRISTIAN ACADEMY, Private, (915) 592-1909, PK, 12, 79907
A9703367, NORTH LOOP CHRISTIAN ACADEMY, Private, (915) 872-9435, PK, 9, 79907
01324669, OUR LADY OF THE VALLEY SCHOOL, Private, (915) 859-6448, PK, 8, 79907
481830001704, MILAM EL, Public, (915) 587-2520, PK, 5, 79908
481830010638, BROWN MIDDLE, Public, (915) 774-4080, 6, 8, 79912
481830001678, CORONADO H S, Public, (915) 834-2460, 9, 12, 79912
480003711452, DAVINCI SCHOOL FOR SCIENCE AND THE ARTS, Public, (915) 584-4024, 5, 11, 79912
481830003786, FRANKLIN H S, Public, (915) 832-6600, 9, 12, 79912
481830003860, GREEN EL, Public, (915) 231-2700, PK, 5, 79912
481830002421, GUERRERO EL, Public, (915) 231-2680, PK, 5, 79912
481830005741, HORNEDO MIDDLE, Public, (915) 231-2200, 6, 8, 79912
480003707880, HOWARD BURNHAM EL, Public, (915) 584-9499, KG, 4, 79912
481830001696, JOHNSON EL, Public, (915) 832-3940, PK, 5, 79912
481830007591, KOHLBERG EL, Public, (915) 833-9405, PK, 5, 79912
481830010649, MARGUERITE J LUNDY EL, Public, (915) 774-7750, PK, 5, 79912
481830001673, MOREHEAD MIDDLE, Public, (915) 231-2140, 6, 8, 79912
481830005707, POLK EL, Public, (915) 832-6970, KG, 5, 79912
481830001708, PUTNAM EL, Public, (915) 832-6700, PK, 5, 79912
481830001709, RIVERA EL, Public, (915) 231-2780, PK, 5, 79912
480139812126, SOMERSET CHARTER SCHOOL, Public, (915) 584-9499, KG, 12, 79912
481830010640, TIPPIN ELEMENTARY, Public, (915) 585-4750, PK, 5, 79912
480139412121, VISTA DEL FUTURO CHARTER SCHOOL, Public, (915) 855-8143, KG, 4, 79912
481830001720, WESTERN HILLS EL, Public, (915) 832-6950, PK, 5, 79912
A0771735, CHILDREN'S COURTYARD MONTESSORI SCHOOL, Private, (915) 587-9200, PK, KG, 79912
A9106452, EL PASO COUNTRY DAY SCHOOL, Private, (915) 533-4099, PK, 12, 79912
01327546, EL PASO JEWISH ACADEMY, Private, (915) 833-0808, 1, 8, 79912
BB101560, ESCUELA MONTESSORI, Private, (915) 584-5073, PK, KG, 79912
BB101578, FIRST TO READ DAYCARE, Private, (915) 833-9898, PK, KG, 79912
BB101562, JEWISH COMMUNITY CENTER PRESCHOOL, Private, (915) 584-4437, KG,KG,79912
BB101563, MONTESSORI LEARNING CENTER, Private, (915) 587-4652, PK, 2, 79912
A9106500, SCHOOL FOR EDUCATIONAL ENRICHMENT, Private, (915) 584-9499, 9, 12, 79912
BB101564, WESTERN HILLS METHODIST DAY SCHOOL, Private, (915) 584-6642, PK, 7, 79912
484668005306, ASCARATE ES, Public, (915) 434-7400, KG, 6, 79915
484668005307, BEL AIR HS, Public, (915) 434-2000, 8, 12, 79915
484668005309, CADWALLADER ES, Public, (915) 434-7500, PK, 6, 79915
484668005311, CEDAR GROVE ES, Public, (915) 434-7600, PK, 6, 79915
484668003897, CESAR CHAVEZ ACADEMY, Public, (915) 434-9600, 7, 12, 79915
484668007594, CESAR CHAVEZ ACADEMY JJAEP, Public, (915) 434-9600, 8, 12, 79915
484668009449, CONSTANCE HULBERT ES, Public, (915) 434-6900, KG, 6, 79915
484668005312, DEL NORTE HEIGHTS ES, Public, (915) 434-2400, KG, 6, 79915
484668005321, HACIENDA HEIGHTS ES, Public, (915) 434-2500, KG, 6, 79915
484668005328, NORTH LOOP EL, Public, (915) 434-2800, PK, 6, 79915
484668008548, PLATO ACADEMY, Public, (915) 434-9000, 9, 12, 79915
484668005334, RAMONA ES, Public, (915) 434-7700, PK, 6, 79915
484668006059, RANCHLAND HILLS MS, Public, (915) 434-2300, 7, 8, 79915
484668005337, RIVERSIDE HS, Public, (915) 434-7000, 9, 12, 79915
484668005338, RIVERSIDE MS, Public, (915) 434-7300, 7, 8, 79915
484668005339, SAGELAND ES, Public, (915) 434-2900, PK, 6, 79915
484668005938, TEJAS SCHOOL OF CHOICE, Public, (915) 434-9900, 9, 12, 79915
484668005342, THOMAS MANOR ES, Public, (915) 434-7800, KG, 6, 79915
484668011982, VALLE VERDE EARLY COLLEGE H S, Public, (915) 434-1500, 9, 12, 79915
484668006927, YSLETA PK CENTER, Public, (915) 434-9500, PK,PK,79915
BB101565, GRACE UNITED METHODIST CHURCH DAY SCHOOL, Private, (915) 772-7481, PK, KG, 79915
BB101566, ROSE OF SHARON CHRISTIAN ACADEMY, Private, (915) 775-1944, PK, 12, 79915
481830001721, ZACH WHITE EL, Public, (915) 584-1141, PK, 5, 79922
A9300861, COMMUNITY OF FAITH CHRISTIAN SCHOOL, Private, (915) 584-2561, PK, 8, 79922
BB101567, ESCUELA MONTESSORI, Private, (915) 584-9215, PK, 4, 79922
BB101568, MOUNTAIN WEST MONTESSORI SCHOOL, Private, (915) 584-5728, PK, 6, 79922
A9703364, MT FRANKLIN CHRISTIAN ACADEMY, Private, (915) 581-4487, PK, 8, 79922
A9708023, ST MARKS DAY SCHOOL, Private, (915) 581-2032, PK, 8, 79922
A0903611, ST MATTHEW CATHOLIC SCHOOL, Private, (915) 581-8801, PK, 6, 79922
481830001661, ANDRESS H S, Public, (915) 832-8600, 9, 12, 79924
481830006404, BRADLEY EL, Public, (915) 849-2840, PK, 5, 79924
481830001672, CHARLES MIDDLE, Public, (915) 849-3940, 6, 8, 79924
481830005983, COLLINS EL, Public, (915) 231-2600, PK, 5, 79924
481830001680, CROSBY EL, Public, (915) 780-1040, PK, 5, 79924
484668021024, DESERTAIRE ES, Public, (915) 434-6400, PK, 6, 79924
484668005313, DOLPHIN TERRACE ES, Public, (915) 434-6500, PK, 6, 79924
481830001682, DOWELL EL, Public, (915) 231-2560, PK, 5, 79924
481830009229, DR LORENZO G LAFARELLE JJAEP, Public, (915) 751-7186, 6, 8, 79924
481830001685, FANNIN EL, Public, (915) 849-3910, PK, 5, 79924
480027212339, HARMONY SCHOOL OF INNOVATION - EL PASO, Public, (915) 757-2929, KG, 9, 79924
481830001694, IRVIN H S, Public, (915) 587-3500, 9, 12, 79924
481830001706, NEWMAN EL, Public, (915) 587-3580, PK, 5, 79924
484668009450, NORTH STAR ES, Public, (915) 434-6700, PK, 6, 79924
484668005329, PARKLAND ES, Public, (915) 434-6600, PK, 6, 79924
484668005330, PARKLAND HS, Public, (915) 434-6000, 8, 12, 79924
484668005331, PARKLAND MS, Public, (915) 434-6300, 7, 8, 79924
481830001714, SCHUSTER EL, Public, (915) 231-2760, PK, 5, 79924
481830001715, STANTON EL, Public, (915) 587-3520, PK, 5, 79924
481830005711, TERRACE HILLS MIDDLE, Public, (915) 231-2120, 6, 8, 79924
481830012055, TRANSMOUNTAIN EARLY COLLEGE H S, Public, (915) 887-6805, 9, 11, 79924
481830006403, WHITAKER EL, Public, (915) 231-2820, PK, 5, 79924
01324716, MOST HOLY TRINITY SCHOOL, Private, (915) 751-2566, PK, 8, 79924
BB101569, NORTHEAST CHILDREN'S EDUCATIONAL CENTER, Private, (915) 751-9487, PK, 3, 79924
01642171, NORTHEAST CHRISTIAN ACADEMY, Private, (915) 755-1155, PK, 12, 79924
481830001667, BONHAM EL, Public, (915) 881-6950, PK, 5, 79925
481830001669, BURGES H S, Public, (915) 780-1100, 9, 12, 79925
481830001674, CIELO VISTA EL, Public, (915) 626-2000, PK, 5, 79925
484668012245, DEL VALLE EL, Public, (915) 434-0000, PK, 6, 79925
481830010642, E-10 NW ELEMENTARY, Public, (915) 779-3781, N ,N ,79925
481830010645, E-11 CENTRAL NW ELEM, Public, (915) 779-3781, N ,N ,79925
481830010648, E-14 MODULAR WESTSIDE ELEM, Public, (915) 779-3781, N ,N ,79925
481830012374, E-17 NE EL SANDSTONE RANCH, Public, (915) 779-3781, N ,N ,79925
481830010644, E-2 CENTRAL NE EL DON'T USE, Public, (915) 779-3781, N ,N ,79925
484668005314, EAST POINT ES, Public, (915) 434-4500, PK, 6, 79925
484668005316, EASTWOOD HEIGHTS ES, Public, (915) 434-4600, PK, 6, 79925
484668005315, EASTWOOD HS, Public, (915) 434-4000, 8, 12, 79925
484668005318, EASTWOOD KNOLLS, Public, (915) 434-4400, PK, 8, 79925
484668005319, EDGEMERE ES, Public, (915) 434-4700, PK, 6, 79925
481830010641, H R MOYE EL, Public, (915) 774-4000, PK, 5, 79925
481830010637, HOSPITAL CLASS, Public, (915) 779-3781, PK, 12, 79925
481830010635, HS-3 NW HIGH SCHOOL, Public, (915) 779-3781, N ,N ,79925
481830010636, HS-5 NE HIGH SCHOOL, Public, (915) 779-3781, N ,N ,79925
481830001693, HUGHEY EL, Public, (915) 832-6670, PK, 5, 79925
481830001701, MACARTHUR EL-INT, Public, (915) 587-2680, PK, 8, 79925
481830010639, MS-5 NW MIDDLE, Public, (915) 779-3781, N ,N ,79925
481830001712, ROSS MIDDLE, Public, (915) 887-3060, 6, 8, 79925
484668005340, SCOTSDALE ES, Public, (915) 434-4800, PK, 6, 79925
A0109346, CHRISTIAN JOY CENTER ACADEMY, Private, (915) 595-1328, PK, 7, 79925
A9503969, CHRISTIAN SCHOOLS OF EL PASO, Private, (915) 593-5011, PK, 2, 79925
A0503392, EDISON HOPE CHRISTIAN ACADEMY, Private, (915) 227-1539, 3, 12, 79925
AA000766, IMMANUEL CHRISTIAN SCHOOL, Private, (915) 778-6160, PK, 12, 79925
AA890914, JESUS CHAPEL SCHOOL, Private, (915) 593-1153, PK, 12, 79925
BB101571, MOTHER'S BLESSING CHRISTIAN SCHOOL, Private, (915) 590-4606, PK, KG, 79925
A0702249, MOUNT HOPE LUTHERAN PRESCHOOL, Private, (915) 598-5009, PK, KG, 79925
A9503995, NEW WORLD MONTESSORI SCHOOL, Private, (915) 593-8091, PK, 6, 79925
01608491, ST RAPHAEL SCHOOL, Private, (915) 598-2241, PK, 8, 79925
484071005812, CAMPESTRE EL, Public, (915) 937-7300, PK, 5, 79927
484071008779, ERNESTO SERNA SCHOOL, Public, (915) 937-4800, PK, 8, 79927
484071007277, ESCONTRIAS EARLY CHILD CTR, Public, (915) 937-4200, PK, 1, 79927
484071006483, ESCONTRIAS EL, Public, (915) 937-4100, 1, 5, 79927
484071005593, H D HILLEY EL, Public, (915) 937-8400, PK, 5, 79927
484071005923, HUECO EL, Public, (915) 937-7600, KG, 5, 79927
484071008552, KEYS EL, Public, (915) 937-4100, 2, 5, 79927
484071006480, ROBERT R ROJAS EL, Public, (915) 937-8500, PK, 5, 79927
484071021026, SALVADOR SANCHEZ MIDDLE, Public, (915) 937-5200, 6, 8, 79927
484071004619, SOCORRO H S, Public, (915) 937-2000, 9, 12, 79927
484071021025, SOCORRO MIDDLE, Public, (915) 937-5000, 6, 8, 79927
BB101572, ABC CHILDCARE LEARNING CENTER, Private, (915) 859-7777, PK, KG, 79927
481443011214, CARROLL T WELCH EL, Public, (915) 926-4400, 4, 5, 79928
481443000932, CLINT H S, Public, (915) 926-8000, 9, 12, 79928
481443010633, CLINT ISD JJAEP, Public, (915) 926-4000, N ,N ,79928
481443005427, CLINT J H SCHOOL, Public, (915) 926-8100, 6, 8, 79928
484071008777, COL JOHN O ENSOR MIDDLE, Public, (915) 937-6000, 6, 8, 79928
481443006525, DESERT HILLS ELEMENTARY, Public, (915) 926-4500, PK, 3, 79928
484071009548, DESERT WIND EL, Public, (915) 937-7800, PK, 8, 79928
484071010662, DR SUE A SHOOK SCHOOL, Public, (915) 937-7100, PK, 5, 79928
481443000755, EAST MONTANA MIDDLE, Public, (915) 926-5200, 6, 9, 79928
484071011391, EASTLAKE H S, Public, (915) 937-3600, 9,9,79928
484071009547, EL DORADO H S, Public, (915) 937-3200, 9, 12, 79928
481443008775, FRANK MACIAS EL, Public, (915) 926-4600, PK, 3, 79928
481443009224, HORIZON H S, Public, (915) 926-4200, 9, 12, 79928
484071005922, HORIZON HEIGHTS EL, Public, (915) 937-7400, PK, 5, 79928
481443010634, HORIZON MIDDLE, Public, (915) 926-4700, 6, 9, 79928
484071010660, JOHN DRUGAN SCHOOL, Public, (915) 937-6800, PK, 8, 79928
484071006996, KEYS ACAD, Public, (915) 937-4000, 6, 12, 79928
481443006990, MONTANA VISTA EL, Public, (915) 926-5300, PK, 5, 79928
481443006667, MOUNTAIN VIEW H S, Public, (915) 926-5000, 9, 12, 79928
484071011496, OPTIONS H S, Public, (915) 937-1300, 9, 12, 79928
481443006080, RED SANDS EL, Public, (915) 926-5400, PK, 5, 79928
481443011488, RICARDO ESTRADA J H, Public, (915) 926-4800, 8, 9, 79928
481443000933, WM DAVID SURRATT EL, Public, (915) 926-8200, PK, 5, 79928
484071010659, JJAEP, Public, (915) 937-0000, N ,N ,79929
481830007881, ARMENDARIZ MIDDLE, Public, (915) 546-9012, 6, 8, 79930
481830001663, AUSTIN H S, Public, (915) 587-2500, 9, 12, 79930
481830005706, BASSETT MIDDLE, Public, (915) 231-2260, 6, 8, 79930
481830008545, CAREER & TECH ED CTR, Public, (915) 545-5900, 9, 12, 79930
481830005984, CLENDENIN EL, Public, (915) 231-2640, PK, 5, 79930
481830001679, CROCKETT EL, Public, (915) 587-2640, PK, 5, 79930
481830008209, MORENO EL, Public, (915) 832-6650, PK, 5, 79930
481830001713, RUSK EL, Public, (915) 587-2580, PK, 5, 79930
481830005464, SCHOOL-AGE PARENT CTR, Public, (915) 545-5960, 7, 12, 79930
481830003811, SUNSET H S, Public, (915) 779-4199, 9, 12, 79930
481830001717, TRAVIS EL, Public, (915) 231-2740, PK, 5, 79930
01324614, OUR LADY OF ASSUMPTION SCHOOL, Private, (915) 565-3411, PK, 8, 79930
BB101574, TEXAS RISING STAR FACILITY, Private, (915) 564-1133, PK, KG, 79930
481278012530, CANUTILLO JJAEP, Public, (915) 877-7444, N ,N ,79932
481830005869, LINCOLN MIDDLE, Public, (915) 231-2180, 6, 8, 79932
481830005708, MITZI BOND ELEMENTARY, Public, (915) 832-6930, PK, 5, 79932
481830009227, OCCUPATIONAL CTR, Public, (915) 587-9680, 9, 12, 79932
481830001710, ROBERTS EL, Public, (915) 231-2660, PK, 5, 79932
481830010646, WILLIAM C HERRERA EL, Public, (915) 774-7700, PK, 5, 79932
481830009230, BARRON EL, Public, (915) 849-4220, PK, 5, 79934
481830021236, NIXON EL, Public, (915) 849-5700, PK, 5, 79934
481830007882, RICHARDSON MIDDLE, Public, (915) 822-8829, 6, 8, 79934
481830010650, TOM LEA JR EL, Public, (915) 774-7725, PK, 5, 79934
484668005317, EASTWOOD MS, Public, (915) 434-4300, 7, 8, 79935
480020508773, EL PASO ACADEMY, Public, (915) 590-8589, 9, 12, 79935
480020510632, EL PASO ACADEMY WEST, Public, (915) 845-7997, 9, 12, 79935
484668008549, ROBBIN E L WASHINGTON ES, Public, (915) 434-5900, PK, 6, 79935
484668005345, VISTA HILLS ES, Public, (915) 434-5700, PK, 6, 79935
A9708042, WEE WISDOM SCHOOL, Private, (915) 592-6036, PK, 1, 79935
484071007276, AMERICAS H S, Public, (915) 937-2800, 9, 12, 79936
484071021238, BENITO MARTINEZ EL, Public, (915) 937-8000, PK, 5, 79936
484071009234, BILL SYBERT SCHOOL, Public, (915) 937-4400, PK, 8, 79936
484071003998, CAPT WALTER E CLARKE MIDDLE, Public, (915) 937-5600, 6, 8, 79936
484668005827, DESERT VIEW MS, Public, (915) 434-5300, 7, 8, 79936
484071007598, ELFIDA CHAVEZ EL, Public, (915) 937-8300, PK, 5, 79936
484668005320, GLEN COVE ES, Public, (915) 434-5500, PK, 5, 79936
