480789000117, ALLEN H S, Public, (972) 727-0400, 9, 12, 75002
481023000491, HOLIDAY HEIGHTS EL, Public, (817) 547-2600, PK, 5, 76180
481023000493, NORTH RICHLAND MIDDLE, Public, (817) 547-4200, 6, 9, 76180
481023006513, NORTH RIDGE EL, Public, (817) 547-3200, PK, 5, 76180
481023006653, NORTH RIDGE MIDDLE, Public, (817) 547-5200, 6, 8, 76180
481023000495, RICHLAND H S, Public, (817) 547-7000, 9, 12, 76180
481023000497, SMITHFIELD EL, Public, (817) 547-2100, PK, 5, 76180
481023000498, SMITHFIELD MIDDLE, Public, (817) 547-5000, 6, 8, 76180
481023000499, SNOW HEIGHTS EL, Public, (817) 547-2200, PK, 5, 76180
481023011015, WALKER CREEK EL, Public, (817) 547-3500, PK, 5, 76180
Z1326859, FORT WORTH CHRISTIAN SCHOOL, Private, (817) 520-6505, PK, 12, 76180
01324942, ST JOHN THE APOSTLE CATHOLIC, Private, (817) 284-2228, PK, 8, 76180
AA001072, NORTH PARK CHRISTIAN ACADEMY, Private, (817) 498-8456, PK, 4, 76182
482526011019, BETTE PEROT EL, Public, (817) 744-4600, KG, 4, 76244
482526011964, CAPROCK EL, Public, (817) 744-6400, KG, 4, 76244
482526009380, CENTRAL H S, Public, (817) 744-2000, 9, 12, 76244
482526011459, EAGLE RIDGE EL, Public, (817) 744-6300, KG, 4, 76244
482526007119, FOSSIL RIDGE H S, Public, (817) 744-1700, 9, 12, 76244
482526009382, FREEDOM EL, Public, (817) 744-4800, KG, 4, 76244
482526011332, FRIENDSHIP EL, Public, (817) 744-6200, KG, 4, 76244
482526006432, HERITAGE EL, Public, (817) 744-4900, KG, 4, 76244
482526011331, INDEPENDENCE EL, Public, (817) 744-6100, KG, 4, 76244
482526012410, KELLER EARLY LEARNING CENTER, Public, (817) 744-6700, PK,PK,76244
482526008919, LONE STAR EL, Public, (817) 744-5200, KG, 4, 76244
482526011897, TIMBER CREEK H S, Public, (817) 744-2300, 9, 12, 76244
482526012420, TIMBERVIEW MIDDLE, Public, (817) 744-2600, 5, 8, 76244
482526011333, TRINITY MEADOWS INT, Public, (817) 744-4300, 5, 6, 76244
482526011330, TRINITY SPRINGS MIDDLE, Public, (817) 744-3500, 7, 8, 76244
482526011020, WOODLAND SPRINGS EL, Public, (817) 744-5900, KG, 4, 76244
A0903542, LIGHT OF THE WORLD SCHOOL, Private, (817) 750-0442, PK, KG, 76244
A9703359, MESSIAH LUTHERAN CLASSICAL ACADEMY, Private, (817) 431-5486, KG, 8, 76244
482526006002, BEAR CREEK INT, Public, (817) 744-3650, 5, 6, 76248
482526008918, HIDDEN LAKES EL, Public, (817) 744-5000, KG, 4, 76248
482526009047, INDIAN SPRINGS MIDDLE, Public, (817) 744-3200, 7, 8, 76248
483318011530, KAY GRANGER EL, Public, (817) 698-1100, PK, 5, 76248
482526002822, KELLER H S, Public, (817) 744-1400, 9, 12, 76248
482526002823, KELLER MIDDLE, Public, (817) 744-2900, 7, 8, 76248
482526002821, KELLER-HARVEL EL, Public, (817) 744-5100, KG, 4, 76248
482526007071, NEW DIRECTION LRN CTR, Public, (817) 744-4465, 9, 12, 76248
482526012616, NEW EL, Public, (817) 744-1000, N ,N ,76248
482526021502, SHADY GROVE EL, Public, (817) 744-5600, KG, 4, 76248
482526009048, SOUTH KELLER INT, Public, (817) 744-4150, 5, 6, 76248
482526008035, TARRANT CO J J A E P, Public, (817) 735-8220, 9,9,76248
482526007727, WILLIS LANE EL, Public, (817) 744-5700, KG, 4, 76248
A0771784, KELLER MONTESSORI SCHOOL & KINDERGARTEN, Private, (817) 431-3097, PK, KG, 76248
A0771824, PREMIER ACADEMY HERITAGE, Private, (817) 745-0034, PK, 1, 76248
A0903576, PRIMROSE SCHOOL OF HERITAGE, Private, (817) 741-5044, PK, KG, 76248
A0109481, ST ELIZABETH ANN SETON SCHOOL, Private, (817) 431-4845, PK, 8, 76248
481161012545, BRIGHT BEGINNINGS ACADEMIC CENTER, Public, (806) 637-0757, PK,PK,79316
481161012078, BROWNFIELD EDUCATION CENTER, Public, (806) 637-2591, 10, 12, 79316
481161000633, BROWNFIELD H S, Public, (806) 637-4523, 9, 12, 79316
481161000635, BROWNFIELD MIDDLE, Public, (806) 637-7521, 6, 10, 79316
481161000636, COLONIAL HEIGHTS EL, Public, (806) 637-4282, PK, 1, 79316
481161000637, OAK GROVE EL, Public, (806) 637-6455, 2, 5, 79316
483000003370, MEADOW SCHOOL, Public, (806) 539-2246, PK, 12, 79345
484491005114, WELLMAN-UNION SCHOOL, Public, (806) 637-4619, PK, 12, 79378
484278004879, THROCKMORTON EL, Public, (940) 849-2421, PK, 8, 76483
484278004880, THROCKMORTON H S, Public, (940) 849-2421, 9, 12, 76483
484641005285, WOODSON SCHOOL, Public, (940) 345-6521, PK, 12, 76491
482271002303, HARTS BLUFF EL, Public, (903) 577-1146, KG, 8, 75455
A9504007, MT PLEASANT CHRISTIAN SCHOOL, Private, (903) 577-1550, 5, 12, 75455
483176003536, ANNIE SIMS EL, Public, (903) 575-2062, KG, 4, 75456
481368000861, CHAPEL HILL EL, Public, (903) 572-4586, PK, 5, 75456
481368007126, CHAPEL HILL H S, Public, (903) 572-3925, 9, 12, 75456
481368007452, CHAPEL HILL J H, Public, (903) 572-3925, 6, 8, 75456
483176007078, CHILD DEVELOPMENT CENTER, Public, (903) 575-2092, PK, KG, 75456
483176007077, COMMUNITY LEARNING CENTER, Public, (903) 575-2130, 10, 12, 75456
483176003532, E C BRICE EL, Public, (903) 575-2057, KG, 4, 75456
483176003533, FRANCES CORPREW EL, Public, (903) 575-2050, KG, 4, 75456
483176009399, MOUNT PLEASANT DAEP, Public, (903) 575-2095, 7, 12, 75456
483176003535, MOUNT PLEASANT H S, Public, (903) 575-2020, 9, 12, 75456
483176003538, MOUNT PLEASANT J H, Public, (903) 575-2110, 7, 8, 75456
483176007736, P E WALLACE MIDDLE, Public, (903) 575-2040, 5, 6, 75456
483176003537, VIVIAN FOWLER EL, Public, (903) 575-2070, KG, 4, 75456
A0771790, KINDLELIGHT SCHOOL, Private, (903) 577-8577, PK, KG, 75456
484611005266, WINFIELD EL, Public, (903) 524-2221, KG, 8, 75493
484404011052, FAIRVIEW SPECIAL PROGRAMS, Public, (325) 655-4912, 12,12,76886
484404007740, FAIRVIEW VOC TRAINING, Public, (325) 655-2851, 12,12,76886
484404004994, VERIBEST EL, Public, (325) 655-2851, PK, 6, 76886
484404007463, VERIBEST H S, Public, (325) 655-2851, 7, 12, 76886
483738012298, VERIBEST SPECIAL PROGRAMS, Public, (325) 453-4555, N ,N ,76886
484404009069, WALL SPECIAL PROGRAMS, Public, (325) 651-1732, 3, 7, 76886
484471011437, WATER VALLEY / VERIBEST SPECIAL PROGRAMS, Public, (325) 484-2478, PK,PK,76886
483870004296, ALTA LOMA EL, Public, (325) 947-3914, PK, 5, 76901
483870004297, AUSTIN EL, Public, (325) 659-3636, PK, 5, 76901
483870004302, CENTRAL H S, Public, (325) 659-3400, 9, 12, 76901
482160008930, FAIRVIEW DAEP, Public, (325) 651-7656, 8, 9, 76901
483870004306, FANNIN EL, Public, (325) 947-3930, KG, 5, 76901
482160002175, GRAPE CREEK EL, Public, (325) 655-1735, PK, 5, 76901
482160007458, GRAPE CREEK H S, Public, (325) 653-1852, 9, 12, 76901
482160007132, GRAPE CREEK MIDDLE, Public, (325) 655-1735, 6, 8, 76901
483870004313, LEE MIDDLE, Public, (325) 947-3871, 6, 8, 76901
483870004315, MCGILL EL, Public, (325) 947-3934, PK, 5, 76901
483870004320, SANTA RITA EL, Public, (325) 659-3672, KG, 5, 76901
480140912357, TLC ACADEMY, Public, (325) 653-3200, KG, 12, 76901
A9300972, CORNERSTONE CHRISTIAN SCHOOL, Private, (325) 655-3439, PK, 12, 76901
483870011349, BLACKSHEAR HEAD START, Public, (325) 659-3642, PK,PK,76903
483870004301, BRADFORD EL, Public, (325) 659-3645, PK, 5, 76903
483870005460, CARVER ALTER LRN CTR, Public, (325) 659-3648, 6, 12, 76903
483870004305, CENTRAL FRESHMAN CAMPUS, Public, (325) 659-3576, 9,9,76903
483870011043, DAY HEAD START, Public, (325) 655-7522, PK, 10, 76903
483870004307, FT CONCHO EL, Public, (325) 659-3654, KG, 5, 76903
483870004308, GLENMORE EL, Public, (325) 659-3657, PK, 5, 76903
483870004310, GOLIAD EL, Public, (325) 659-3660, KG, 5, 76903
483870004312, LAKE VIEW H S, Public, (325) 659-3500, 9, 12, 76903
483870008926, LINCOLN MIDDLE, Public, (325) 659-3550, 6, 8, 76903
483870004316, REAGAN EL, Public, (325) 659-3666, PK, 5, 76903
483870011350, RIO VISTA HEAD START, Public, (325) 659-3669, PK,PK,76903
483870004319, SAN JACINTO EL, Public, (325) 659-3675, PK, 5, 76903
A0509164, AMBLESIDE SCHOOL OF SAN ANGELO, Private, (325) 659-1654, PK, 12, 76903
01325753, ANGELO CATHOLIC SCHOOL, Private, (325) 655-3325, PK, 6, 76903
483870006317, BONHAM EL, Public, (325) 947-3917, KG, 5, 76904
483870004300, BOWIE EL, Public, (325) 947-3921, KG, 5, 76904
484441002443, C B P, Public, (325) 651-8554, 9, 11, 76904
483870004303, CROCKETT EL, Public, (325) 947-3925, KG, 5, 76904
484404011050, FAIRVIEW ACCELERATED, Public, (915) 651-7656, 11, 12, 76904
482160007459, FAIRVIEW ACCELERATED, Public, (325) 651-7656, 9, 12, 76904
481149008475, FAIRVIEW ACCELERATED, Public, (325) 651-7656, 11, 12, 76904
483738006035, FAIRVIEW ACCELERATED, Public, (325) 651-7656, 12,12,76904
484155009027, FAIRVIEW ACCELERATED, Public, (325) 378-4781, 12,12,76904
484441009066, FAIRVIEW ACCELERATED DAEP, Public, (915) 651-7686, 6, 12, 76904
483398010543, FAIRVIEW ACCELERATED EDUCATIONAL COOP, Public, (915) 651-7656, 12,12,76904
483738010482, FAIRVIEW DAEP, Public, (325) 453-4555, 9,9,76904
483075008901, FAIRVIEW DAEP, Public, (325) 651-7656, 9,9,76904
481149009491, FAIRVIEW DAEP, Public, (325) 651-7656, N ,N ,76904
483398010544, FAIRVIEW SCHOOL (DAEP), Public, (915) 651-7656, N ,N ,76904
483738010485, FAIRVIEW SPECIAL PROGRAMS, Public, (325) 453-4555, 11, 12, 76904
483870004309, GLENN MIDDLE, Public, (325) 947-3841, 6, 8, 76904
483870011044, LAMAR EL, Public, (325) 947-3900, KG, 5, 76904
484471008379, SAN ANGELO STATE SCHOOL, Public, (325) 465-4391, 6, 12, 76904
484404011051, VERIBEST DAEP, Public, (325) 651-7656, N ,N ,76904
A0771781, JOY SCHOOL, Private, (325) 947-1638, PK, KG, 76904
A0503469, SAN ANGELO CHRISTIAN ACADEMY, Private, (325) 651-8363, PK, 8, 76904
01326382, TRINITY LUTHERAN SCHOOL, Private, (325) 947-1275, PK, 8, 76904
483870004298, BELAIRE EL, Public, (325) 659-3639, KG, 5, 76905
483870004311, HOLIMAN EL, Public, (325) 659-3663, KG, 5, 76905
481401000885, CHRISTOVAL EL, Public, (325) 896-2446, PK, 5, 76935
481401000886, CHRISTOVAL H S, Public, (325) 896-2355, 6, 12, 76935
481401008049, FAIRVIEW ACCELERATED, Public, (325) 651-7656, 9, 11, 76935
481401009474, FAIRVIEW DAEP, Public, (325) 651-7656, 11, 12, 76935
481401007454, FAIRVIEW SPECIAL PROGRAMS, Public, (325) 947-0939, 9, 12, 76935
481401011040, FAIRVIEW VT, Public, (325) 651-7656, N ,N ,76935
481401007129, SAN ANGELO SPECIAL PROGS, Public, (325) 947-0939, N ,N ,76935
481401009479, VERIBEST PPCD, Public, (325) 655-2851, PK,PK,76935
481401007453, WALL SP PROG (FLC/BAC), Public, (325) 651-7648, 6,6,76935
481401011041, WATER VALLEY PPCD, Public, (325) 484-3351, N ,N ,76935
481401008925, WATER VALLEY VT, Public, (325) 484-2424, N ,N ,76935
484441007083, FAIRVIEW ACCELERATED, Public, (325) 651-7656, 10, 12, 76957
484441007084, FAIRVIEW VOCATIONAL TRAINING, Public, (915) 651-7521, 9,9,76957
484441007131, GRAPE CREEK SPECIAL PROG, Public, (325) 651-7790, PK, 12, 76957
484441011049, SAN ANGELO SPECIAL PROGS, Public, (915) 651-7790, N ,N ,76957
484441009568, SPECIAL ED CAMPUS, Public, (325) 651-7790, N ,N ,76957
484441005068, WALL EL, Public, (325) 651-7522, PK, 5, 76957
484441005069, WALL H S, Public, (325) 651-7521, 9, 12, 76957
484441006924, WALL MIDDLE, Public, (325) 651-7648, 6, 8, 76957
484441009402, WALL PPCD, Public, (325) 651-7790, PK,PK,76957
483738008476, WALL SP PROG, Public, (325) 651-7790, 2, 7, 76957
484471008051, FAIRVIEW SPECIAL PROGRAMS, Public, (915) 484-2424, 10, 11, 76958
484471008928, WALL SPECIAL PROGRAMS, Public, (325) 653-1852, 1, 6, 76958
484471005089, WATER VALLEY EL, Public, (915) 484-3351, PK, 6, 76958
484471005090, WATER VALLEY H S, Public, (915) 484-2424, 7, 12, 76958
481662009413, DEL VALLE EL, Public, (512) 386-3350, PK, 5, 78617
481662001424, DEL VALLE H S, Public, (512) 386-3200, 9, 12, 78617
481662001425, DEL VALLE MIDDLE, Public, (512) 386-3400, 6, 8, 78617
481662021529, DEL VALLE OPPORTUNITY CTR, Public, (512) 386-3300, PK, 12, 78617
481662012601, JOSEPH GILBERT EL, Public, (512) 386-3000, N ,N ,78617
481662001426, POPHAM EL, Public, (512) 386-3750, PK, 5, 78617
481662007743, TRAVIS CO J J A E P, Public, (512) 386-3040, 10,10,78617
482640002972, LAGO VISTA EL, Public, (512) 267-8300, PK, 5, 78645
482640002973, LAGO VISTA H S, Public, (512) 267-8300, 9, 12, 78645
482640007469, LAGO VISTA MIDDLE, Public, (512) 267-8300, 6, 8, 78645
482640012434, TRAVIS COUNTY JJAEP, Public, (512) 267-8300, N ,N ,78645
480894000334, MENCHACA EL, Public, (512) 414-2333, PK, 5, 78652
482889011359, BLAKE MANOR EL, Public, (512) 278-4200, PK, 5, 78653
482889011453, DECKER MIDDLE, Public, (512) 278-4635, 6, 9, 78653
482889006581, MANOR EL, Public, (512) 278-4100, PK, 5, 78653
482889007141, MANOR EXCEL ACADEMY, Public, (512) 278-4850, 8, 12, 78653
482889003263, MANOR H S, Public, (512) 278-4800, 8, 12, 78653
482889003264, MANOR MIDDLE, Public, (512) 278-4600, 6, 10, 78653
482889011568, MANOR NEW TECHNOLOGY HIGH, Public, (512) 278-4875, 9, 12, 78653
482889011390, OAK MEADOWS EL, Public, (512) 278-4175, PK, 5, 78653
482889011409, PRESIDENTIAL MEADOWS EL, Public, (512) 278-4225, PK, 5, 78653
482889008944, TRAVIS CO J J A E P, Public, (512) 278-4000, 7, 8, 78653
483483007140, BROOKHOLLOW EL, Public, (512) 594-5200, KG, 5, 78660
480024112260, HARMONY SCIENCE ACADEMY NORTH AUSTIN, Public, (512) 251-5000, 5, 12, 78660
483483009531, HENDRICKSON H S, Public, (512) 594-1100, 9, 12, 78660
483483011358, HIGHLAND PARK EL, Public, (512) 594-6800, PK, 5, 78660
483483011356, KELLY LANE MIDDLE, Public, (512) 594-2800, 6, 8, 78660
483483008943, MURCHISON EL, Public, (512) 594-6000, PK, 5, 78660
483483007138, PARK CREST MIDDLE, Public, (512) 594-2400, 6, 8, 78660
483483003904, PFLUGERVILLE EL, Public, (512) 594-3800, PK, 5, 78660
483483003905, PFLUGERVILLE H S, Public, (512) 594-0500, 9, 12, 78660
483483003906, PFLUGERVILLE MIDDLE, Public, (512) 594-2000, 6, 8, 78660
483483012031, RIOJAS EL, Public, (512) 594-4100, KG, 5, 78660
483483011357, ROWE LANE EL, Public, (512) 594-6600, PK, 5, 78660
483483007468, SPRINGHILL EL, Public, (512) 594-5400, PK, 5, 78660
483483006158, TIMMERMAN EL, Public, (512) 594-4200, PK, 5, 78660
483483008941, TRAVIS CO J J A E P, Public, (512) 594-0043, 9,9,78660
483483011514, WIELAND EL, Public, (512) 594-4600, PK, 5, 78660
483483006895, WINDERMERE EL, Public, (512) 594-4800, 2, 5, 78660
483483008064, WINDERMERE PRI, Public, (512) 594-5600, PK, 2, 78660
A0503457, PFLUGERVILLE MONTESSORI SCHOOL, Private, (512) 251-0428, PK, KG, 78660
482901010470, SPICEWOOD EL, Public, (830) 798-3675, PK, 5, 78669
480002707465, AMERICAN YOUTHWORKS CHARTER SCHOOL, Public, (512) 744-1900, 9, 12, 78701
480011408238, BENJI'S SPECIAL EDUCATIONAL ACADEMY CHARTER SCHOOL, Public, (713) 229-0560, PK, 12, 78701
480894000344, PEASE EL, Public, (512) 414-4428, KG, 6, 78701
01323304, CATHEDRAL SCHOOL OF ST MARY, Private, (512) 476-1480, PK, 8, 78701
A0503492, THE KHABELE SCHOOL, Private, (512) 623-5410, 6, 12, 78701
480894005394, ALLAN EL, Public, (512) 414-2304, PK, 5, 78702
480894009076, ALTERNATIVE LEARNING CENTER, Public, (512) 414-2554, 6, 12, 78702
480024209410, AUSTIN CAN ACADEMY CHARTER SCHOOL, Public, (512) 477-4226, 9, 12, 78702
480894000300, BLACKSHEAR EL, Public, (512) 414-2021, PK, 5, 78702
480894000303, BROOKE EL, Public, (512) 414-2043, PK, 5, 78702
480894008060, GARZA INDEPENDENCE H S, Public, (512) 414-8600, 11, 12, 78702
480894000316, GOVALLE EL, Public, (512) 414-2078, PK, 5, 78702
480894006207, KEALING M S, Public, (512) 414-3214, 6, 9, 78702
480894000331, MARTIN M S, Public, (512) 414-3243, 6, 8, 78702
480894000335, METZ EL, Public, (512) 414-4408, PK, 5, 78702
480894000340, OAK SPRINGS EL, Public, (512) 414-4413, PK, 5, 78702
480894000355, SANCHEZ EL, Public, (512) 414-4423, PK, 5, 78702
480025109530, UNIVERSITY OF TEXAS EL CHARTER SCHOOL, Public, (512) 495-9705, PK, 5, 78702
480894000368, ZAVALA EL, Public, (512) 414-2318, PK, 6, 78702
480894000294, AUSTIN H S, Public, (512) 414-2505, 9, 12, 78703
480894005646, AUSTIN ST HOSPITAL, Public, (512) 499-1700, 3, 12, 78703
480894000305, BRYKER WOODS EL, Public, (512) 414-2054, PK, 6, 78703
480894000308, CASIS EL, Public, (512) 414-2062, PK, 5, 78703
480894012058, EARLY CHILDHOOD CENTER, Public, (512) 414-1700, PK, KG, 78703
480894000332, MATHEWS EL, Public, (512) 414-4406, PK, 6, 78703
480894011063, NORTH CENTRAL EL, Public, (512) 414-1050, N ,N ,78703
480894000338, O HENRY M S, Public, (512) 414-3229, 6, 8, 78703
480894011060, SOUTHEAST M S, Public, (512) 414-1700, N ,N ,78703
480894007741, TRAVIS COUNTY J J A E P, Public, (512) 499-1700, 6, 12, 78703
480894011065, UNDESIGNATED EL C, Public, (512) 414-1700, N ,N ,78703
A9503951, CASA MONTESSORI CHILD DEV CENTER, Private, (512) 474-4119, PK, KG, 78703
A0503406, GIRLS' SCHOOL OF AUSTIN, Private, (512) 478-7827, KG, 8, 78703
K9306083, GOOD SHEPHERD EPISCOPAL SCHOOL, Private, (512) 476-4393, PK, KG, 78703
A0702262, RAWSON-SAUNDERS-AUSTIN AREA SCHOOL FOR DYSLEXICS, Private, (512) 476-8382, 1, 8, 78703
480894006356, ACES- ALTERNATIVE CENTER FOR ELEMENTARY STUDENTS, Public, (512) 414-2074, 1, 5, 78704
480894000297, BARTON HILLS EL, Public, (512) 414-2013, KG, 6, 78704
480894000298, BECKER EL, Public, (512) 414-2019, PK, 5, 78704
480894000312, DAWSON EL, Public, (512) 414-2070, PK, 5, 78704
480894000315, FULMORE M S, Public, (512) 414-3207, 6, 8, 78704
480894006509, GALINDO EL, Public, (512) 414-1756, PK, 5, 78704
480894007137, LEADERSHIP ACADEMY, Public, (512) 854-7077, 7, 12, 78704
480894008389, PHOENIX ACADEMY, Public, (512) 440-0613, 8, 12, 78704
480894011354, RICHARDS SCH FOR YOUNG WOMEN LEADERS, Public, (512) 414-3236, 6, 10, 78704
480025309537, TEXAS SCHOOL FOR THE DEAF, Public, (512) 462-5353, PK, 12, 78704
480894009077, TRAVIS COUNTY JUVENILE DETENTION CENTER, Public, (512) 414-2554, 6, 12, 78704
480894000360, TRAVIS H S, Public, (512) 414-2527, 9, 12, 78704
480894000361, TRAVIS HTS EL, Public, (512) 414-4495, PK, 5, 78704
480894000369, ZILKER EL, Public, (512) 414-2327, PK, 5, 78704
A0903485, AUSTIN ECOSCHOOL, Private, (512) 447-8516, Ungraded,Ungraded,78704
A9504131, PARKSIDE COMMUNITY SCHOOL, Private, (512) 472-2559, PK, 6, 78704
A0303094, SAN JUAN DIEGO CATHOLIC HIGH SCHOOL, Private, (512) 804-1935, 9, 12, 78704
01323315, ST IGNATIUS MARTYR SCHOOL, Private, (512) 442-8547, PK, 8, 78704
480894000328, LEE EL, Public, (512) 414-2098, KG, 6, 78705
A0303051, CONCORDIA ACADEMY HIGH SCHOOL, Private, (512) 248-2547, 9, 12, 78705
01635007, KIRBY HALL SCHOOL, Private, (512) 474-1770, PK, 12, 78705
01325935, ST ANDREW'S EPISCOPAL SCHOOL, Private, (512) 299-9800, 1, 12, 78705
01323326, ST AUSTIN CATHOLIC SCHOOL, Private, (512) 477-3751, PK, 8, 78705
01326815, ST PAUL LUTHERAN SCHOOL, Private, (512) 472-3313, PK, 8, 78705
A0702187, AUSTIN CITY ACADEMY, Private, (512) 288-4883, PK, 12, 78709
A0990128, VERITAS ACADEMY, Private, (512) 891-1673, KG, 10, 78709
480007109074, ANNUNCIATION MATERNITY HOME, Public, (512) 471-5280, 8, 12, 78713
480007109405, DEPELCHIN-ELKINS CAMPUS, Public, (713) 802-6260, 6, 12, 78713
480007111351, DEPELCHIN-RICHMOND, Public, (713) 558-3953, 2, 7, 78713
480007109072, GEORGE M KOMETZKY SCHOOL, Public, (512) 471-5280, KG, 8, 78713
480007112104, HELPING HAND, Public, (512) 538-0177, KG, 5, 78713
480007111352, LAUREL RIDGE, Public, (210) 499-6394, 1, 12, 78713
480007108385, MERIDELL, Public, (512) 528-2462, 1, 12, 78713
480007109513, METHODIST CHILDREN'S HOME, Public, (254) 750-1301, 7, 12, 78713
480007108386, NATIONAL ELITE GYMNASTICS, Public, (512) 444-4835, 3, 8, 78713
480007111445, OLYMPIA HILLS, Public, (512) 444-4835, 2, 11, 78713
480007108932, PATHFINDER CAMP, Public, (512) 695-6596, 7, 11, 78713
480007109407, PATHWAYS 3H CAMPUS, Public, (830) 866-3761, 6, 12, 78713
480007109404, PEGASUS CAMPUS, Public, (512) 432-1652, 5, 12, 78713
480007111054, SAN MARCOS TREATMENT CENTER, Public, (512) 805-3708, 2, 12, 78713
480007108383, SETTLEMENT HOME, Public, (512) 836-2150, 6, 12, 78713
480007109408, TNC CAMPUS (TEXAS NEUROREHABILITATION CENTER), Public, (512) 444-4835, 3, 12, 78713
480894012167, EASTSIDE MEMORIAL GLOBAL TECH H S, Public, (512) 414-5810, 9, 11, 78721
480894012013, EASTSIDE MEMORIAL GREEN TECH H S, Public, (512) 414-5810, 9, 12, 78721
480894011057, INTERNATIONAL H S, Public, (512) 414-6817, 9, 10, 78721
480894000337, NORMAN EL, Public, (512) 414-2347, PK, 5, 78721
480894000342, ORTEGA EL, Public, (512) 414-4417, PK, 5, 78721
480894000356, SIMS EL, Public, (512) 414-4488, PK, 5, 78721
480006608057, TEXAS EMPOWERMENT ACADEMY, Public, (512) 494-1076, 6, 10, 78721
480141412335, THE EAST AUSTIN COLLEGE PREP ACADEMY, Public, (512) 462-2181, 6, 7, 78721
A0303137, ST JAMES' EPISCOPAL SCHOOL, Private, (512) 926-4214, PK, KG, 78721
480894000307, CAMPBELL EL, Public, (512) 414-2056, PK, 5, 78722
480894000330, MAPLEWOOD EL, Public, (512) 414-4402, PK, 6, 78722
480894000293, ANDREWS EL, Public, (512) 414-1770, PK, 6, 78723
480894000301, BLANTON EL, Public, (512) 414-2026, PK, 6, 78723
480894000319, HARRIS EL, Public, (512) 414-2085, PK, 6, 78723
480894000343, PEARCE M S, Public, (512) 414-3234, 7, 8, 78723
480894000345, PECAN SPRINGS EL, Public, (512) 414-4445, PK, 6, 78723
480006612411, TEXAS EMPOWERMENT ACADEMY EL, Public, (512) 494-1076, KG, 5, 78723
480894000365, WINN EL, Public, (512) 414-2390, PK, 6, 78723
A9904272, AUSTIN PEACE ACADEMY, Private, (512) 926-1737, PK, 12, 78723
480026511056, AUSTIN DISCOVERY SCH, Public, (512) 674-0700, KG, 6, 78724
482889008394, DECKER EL, Public, (512) 278-4150, PK, 5, 78724
480894011058, GARCIA MIDDLE, Public, (512) 841-9400, 6, 8, 78724
481662006534, HORNSBY-DUNLAP EL, Public, (512) 386-3650, PK, 5, 78724
480894002470, JORDAN EL, Public, (512) 414-2578, PK, 5, 78724
480026412305, KIPP AUSTIN ACADEMY OF ARTS & LETTERS, Public, (512) 501-3640, 5, 6, 78724
480026411055, KIPP AUSTIN COLLEGE PREP, Public, (512) 637-6870, 5, 8, 78724
480026411782, KIPP AUSTIN COLLEGIATE, Public, (512) 637-6870, 9, 11, 78724
