240033001429, CENTERVILLE ELEMENTARY, 3601 CARRIAGE HILL DR, FREDERICK, MD 21704, (240) 566-0100, ξξ-ξξFREDERICK COUNTY COUNTY, Public, KG,5,,
450318000862, EDISTO HIGH, P.O. BOX 101, CORDOVA, SC 29039, (803) 536-1553, ξξ-ξξORANGEBURG COUNTY COUNTY, Public,9,12,,
450318000860, EDISTO PRIMARY, P.O. BOX 110, CORDOVA, SC 29039, (803) 536-4782, ξξ-ξξORANGEBURG COUNTY COUNTY, Public, PK,2,,
450372001079, HILLCREST MIDDLE, 4355 PEACH ORCHARD ROAD, DALZELL, SC 29040, (803) 499-3341, ξξ-ξξSUMTER COUNTY COUNTY, Public,6,8,,
450096000122, DENMARK OLAR HIGH, 197 VIKING CIRCLE, DENMARK, SC 29042, (803) 793-3307, ξξ-ξξBAMBERG COUNTY COUNTY, Public,9,12,,
450096001426, DENMARK-OLAR ELEMENTARY, 1459 SOLOMON BLATT BOULEVARD, DENMARK, SC 29042, (803) 793-3112, ξξ-ξξBAMBERG COUNTY COUNTY, Public, PK,5,,
450096000123, DENMARK-OLAR MIDDLE, 45 GREEN STREET, DENMARK, SC 29042, (803) 793-3383, ξξ-ξξBAMBERG COUNTY COUNTY, Public,6,8,,
450336000935, WEBBER SCHOOL, 140 WEBBER SCHOOL ROAD, EASTOVER, SC 29044, (803) 353-8771, ξξ-ξξRICHLAND COUNTY COUNTY, Public, PK,5,,
450255000656, BLANEY ELEMENTARY, 1621 SMYRNA ROAD, ELGIN, SC 29045, (803) 438-3241, ξξ-ξξKERSHAW COUNTY COUNTY, Public, PK,5,,
450339000344, BOOKMAN ROAD ELEMENTARY, 1245 BOOKMAN ROAD, ELGIN, SC 29045, (803) 699-1724, ξξ-ξξRICHLAND COUNTY COUNTY, Public, PK,5,,
450339001507, BRIDGE CREEK ELEMENTARY, 121 BOMBING RANGE ROAD, ELGIN, SC 29045, (803) 462-3900, ξξ-ξξRICHLAND COUNTY COUNTY, Public, PK,5,,
450255000465, LESLIE M. STOVER MIDDLE, 1649 SMYRNA ROAD, ELGIN, SC 29045, (803) 438-7414, ξξ-ξξKERSHAW COUNTY COUNTY, Public,6,8,,
450339001442, PONTIAC ELEMENTARY, 500 SPEARS CREEK CHURCH ROAD, ELGIN, SC 29045, (803) 699-2700, ξξ-ξξRICHLAND COUNTY COUNTY, Public, PK,5,,
A0702077, PINE GROVE, PO BOX 100, ELGIN, SC 29045, (803) 438-3011, ξξ-ξξKERSHAW COUNTY, Private, Ungraded,Ungraded,,
450315000877, ELLOREE ELEMENTARY, P.O. BOX 810, ELLOREE, SC 29047, (803) 897-2233, ξξ-ξξORANGEBURG COUNTY COUNTY, Public, PK,8,,
450315001290, ST. JAMES-GAILLARD ELEMENTARY, P.O. BOX 250, EUTAWVILLE, SC 29048, (803) 492-7927, ξξ-ξξORANGEBURG COUNTY COUNTY, Public, PK,5,,
450336000918, GADSDEN ELEMENTARY, 1660 S. GOODWIN CIRCLE, GADSDEN, SC 29052, (803) 353-2231, ξξ-ξξRICHLAND COUNTY COUNTY, Public, PK,5,,
450279000749, FRANCES F. MACK INTERMEDIATE, 161 GASTON STREET, GASTON, SC 29053, (803) 794-8369, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,5,6,,
450279000751, SANDHILLS MIDDLE, 582 MEADOWFIELD ROAD, GASTON, SC 29053, (803) 926-1890, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,7,8,,
450270000719, GILBERT ELEMENTARY, 314 MAIN STREET, GILBERT, SC 29054, (803) 821-1600, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,3,5,,
450270000726, GILBERT HIGH, 840 MAIN STREET, GILBERT, SC 29054, (803) 821-1900, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,9,12,,
450270000041, GILBERT MIDDLE, 120 RIKARD CIRCLE, GILBERT, SC 29054, (803) 821-1700, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,6,8,,
450270000586, GILBERT PRIMARY, 520 MAIN STREET, GILBERT, SC 29054, (803) 821-1400, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, PK,2,,
450153000291, GREAT FALLS ELEMENTARY, 301 DEARBORN STREET, GREAT FALLS, SC 29055, (803) 482-2214, ξξ-ξξCHESTER COUNTY COUNTY, Public, PK,5,,
450153000300, GREAT FALLS HIGH, 411 SUNSET AVENUE, GREAT FALLS, SC 29055, (803) 482-2210, ξξ-ξξCHESTER COUNTY COUNTY, Public,9,12,,
450153000550, GREAT FALLS MIDDLE, 409 SUNSET AVENUE, GREAT FALLS, SC 29055, (803) 482-2220, ξξ-ξξCHESTER COUNTY COUNTY, Public,6,8,,
450378001112, C. E. MURRAY HIGH, 222 C. E. MURRAY BOULEVARD, GREELEYVILLE, SC 29056, (843) 426-2121, ξξ-ξξWILLIAMSBURG COUNTY COUNTY, Public,7,12,,
450378001096, GREELEYVILLE ELEMENTARY, 7 VARNER AVENUE, GREELEYVILLE, SC 29056, (843) 426-2116, ξξ-ξξWILLIAMSBURG COUNTY COUNTY, Public, PK,6,,
450258000677, HEATH SPRINGS ELEMENTARY, 158 SOLAR ROAD, HEATH SPRINGS, SC 29058, (803) 273-3176, ξξ-ξξLANCASTER COUNTY COUNTY, Public, PK,5,,
450315000853, HOLLY HILL ELEMENTARY, P.O. BOX 279, HOLLY HILL, SC 29059, (803) 496-3464, ξξ-ξξORANGEBURG COUNTY COUNTY, Public, PK,5,,
450315001289, HOLLY HILL-ROBERTS MIDDLE, P.O. BOX 879, HOLLY HILL, SC 29059, (803) 496-3818, ξξ-ξξORANGEBURG COUNTY COUNTY, Public,6,8,,
450315001536, SCIENCE TECHNOLOGY ENGINEERING AND MATHEMATICS MAG, P.O. BOX 249, HOLLY HILL, SC 29059, (803) 469-1566, ξξ-ξξORANGEBURG COUNTY COUNTY, Public,6,8,,
1264914, HOLLY HILL ACADEMY, PO BOX 757, HOLLY HILL, SC 29059, (803) 496-3243, ξξ-ξξORANGEBURG COUNTY, Private, PK,12,,
450336000920, HOPKINS ELEMENTARY, 6120 CABIN CREEK ROAD, HOPKINS, SC 29061, (803) 783-5541, ξξ-ξξRICHLAND COUNTY COUNTY, Public, PK,5,,
450336001302, HOPKINS MIDDLE, 1601 CLARKSON ROAD, HOPKINS, SC 29061, (803) 695-3331, ξξ-ξξRICHLAND COUNTY COUNTY, Public,6,8,,
450336000921, HORRELL HILL ELEMENTARY, 517 HORRELL HILL ROAD, HOPKINS, SC 29061, (803) 783-5545, ξξ-ξξRICHLAND COUNTY COUNTY, Public, PK,5,,
450336000955, LOWER RICHLAND HIGH, 2615 LOWER RICHLAND BOULEVARD, HOPKINS, SC 29061, (803) 695-3000, ξξ-ξξRICHLAND COUNTY COUNTY, Public,9,12,,
450336000507, SOUTHEAST MIDDLE, 731 HORRELL HILL ROAD, HOPKINS, SC 29061, (803) 695-5700, ξξ-ξξRICHLAND COUNTY COUNTY, Public,6,8,,
450282000776, BALLENTINE ELEMENTARY, 1040 BICKLEY ROAD, IRMO, SC 29063, (803) 476-4500, ξξ-ξξRICHLAND COUNTY COUNTY, Public, KG,5,,
450282000754, DUTCH FORK ELEMENTARY, 7900 BROAD RIVER ROAD, IRMO, SC 29063, (803) 476-3900, ξξ-ξξRICHLAND COUNTY COUNTY, Public, PK,5,,
450282000017, DUTCH FORK HIGH, 1400 OLD TAMAH ROAD, IRMO, SC 29063, (803) 476-3300, ξξ-ξξRICHLAND COUNTY COUNTY, Public,9,12,,
450282000339, DUTCH FORK MIDDLE, 1528 OLD TAMAH ROAD, IRMO, SC 29063, (803) 732-8167, ξξ-ξξRICHLAND COUNTY COUNTY, Public,7,8,,
450282001441, H. E. CORLEY ELEMENTARY, 1500 CHADFORD ROAD, IRMO, SC 29063, (803) 476-4001, ξξ-ξξRICHLAND COUNTY COUNTY, Public, PK,5,,
450282000755, IRMO ELEMENTARY, 7401 GIBBES STREET, IRMO, SC 29063, (803) 732-8275, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, KG,5,,
450282001054, OAK POINTE ELEMENTARY, 1 RIVER BOTTOM ROAD, IRMO, SC 29063, (803) 476-4100, ξξ-ξξRICHLAND COUNTY COUNTY, Public, PK,5,,
450282000248, RIVER SPRINGS ELEMENTARY, 115 CONNIE WRIGHT ROAD, IRMO, SC 29063, (803) 732-8147, ξξ-ξξRICHLAND COUNTY COUNTY, Public, KG,5,,
K9305637, UNION UNITED METHODIST CHURCH KINDERGARTEN, PO BOX 765, IRMO, SC 29063, (803) 781-0630, ξξ-ξξLEXINGTON COUNTY, Private, PK,KG,,
450258000688, ANDREW JACKSON HIGH, 6925 KERSHAW CAMDEN HIGHWAY, KERSHAW, SC 29067, (803) 475-2381, ξξ-ξξLANCASTER COUNTY COUNTY, Public,9,12,,
450258000685, ANDREW JACKSON MIDDLE, 6865 KERSHAW CAMDEN HIGHWAY, KERSHAW, SC 29067, (803) 475-6021, ξξ-ξξLANCASTER COUNTY COUNTY, Public,6,8,,
450000100538, KERSHAW CORRECTIONAL INSTITUTION, 4848 GOLDMINE HIGHWAY, KERSHAW, SC 29067, (803) 896-3343, ξξ-ξξLANCASTER COUNTY COUNTY, Public, N ,N ,,
450258000680, KERSHAW ELEMENTARY, 108 N. ROLLINGS DRIVE, KERSHAW, SC 29067, (803) 475-6655, ξξ-ξξLANCASTER COUNTY COUNTY, Public, PK,5,,
450255000660, MT. PISGAH ELEMENTARY, 5160 MT. PISGAH ROAD, KERSHAW, SC 29067, (803) 475-6791, ξξ-ξξKERSHAW COUNTY COUNTY, Public, KG,5,,
450255001259, NORTH CENTRAL HIGH, 3000 LOCKHART ROAD, KERSHAW, SC 29067, (803) 432-9858, ξξ-ξξKERSHAW COUNTY COUNTY, Public,9,12,,
450255000766, NORTH CENTRAL MIDDLE, 805 KEYS LANE, KERSHAW, SC 29067, (803) 424-2740, ξξ-ξξKERSHAW COUNTY COUNTY, Public,6,8,,
450186000353, LAMAR ELEMENTARY, 214 NORTH DARLINGTON AVENUE, LAMAR, SC 29069, (843) 326-7575, ξξ-ξξDARLINGTON COUNTY COUNTY, Public, PK,2,,
450186000371, LAMAR HIGH, 215 NORTH DARLINGTON AVENUE, LAMAR, SC 29069, (843) 326-5543, ξξ-ξξDARLINGTON COUNTY COUNTY, Public,9,12,,
450186000359, SPAULDING ELEMENTARY, 204 EAST PEARL STREET, LAMAR, SC 29069, (843) 326-5347, ξξ-ξξDARLINGTON COUNTY COUNTY, Public,3,5,,
450186000374, SPAULDING MIDDLE, 400 EAST CARTERSVILLE HIGHWAY, LAMAR, SC 29069, (843) 326-7625, ξξ-ξξDARLINGTON COUNTY COUNTY, Public,6,8,,
A0307948, CHRISTIAN PATHWAY: STARTING STEPS SCHOOL, PO BOX 757, LAMAR, SC 29069, (843) 326-5850, ξξ-ξξDARLINGTON COUNTY, Private, PK,KG,,
450276000744, BATESBURG-LEESVILLE ELEMENTARY, 403 SOUTH LEE STREET, BATESBURG-LEESVILLE, SC 29070, (803) 532-1155, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,3,5,,
A9303844, COMMUNITY CHRISTIAN ACADEMY, 1798 UTOPIA SCHOOL RD, LEESVILLE, SC 29070, (803) 604-1362, ξξ-ξξLEXINGTON COUNTY, Private, Ungraded,Ungraded,,
450270001547, ROCKY CREEK ELEMENTARY, 430 CALKS FERRY ROAD, LEXINGTON, SC 29071, (803) 821-4200, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, PK,5,,
450270000476, LAKE MURRAY ELEMENTARY, 205 WISE FERRY ROAD, LEXINGTON, SC 29072, (803) 821-3100, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, PK,5,,
450270000720, LEXINGTON ELEMENTARY, 116 AZALEA DRIVE, LEXINGTON, SC 29072, (803) 821-4000, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, PK,5,,
450270000724, LEXINGTON HIGH, 2463 AUGUSTA HIGHWAY, LEXINGTON, SC 29072, (803) 821-3400, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,9,12,,
450270001268, LEXINGTON MIDDLE, 702 NORTH LAKE DRIVE, LEXINGTON, SC 29072, (803) 821-3700, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,6,8,,
450270000727, LEXINGTON TECHNOLOGY CENTER, 2421 AUGUSTA HIGHWAY, LEXINGTON, SC 29072, (803) 821-3000, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,9,12,,
450270000052, MIDWAY ELEMENTARY, 180 MIDWAY ROAD, LEXINGTON, SC 29072, (803) 821-0300, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, KG,5,,
450270001525, NEW PROVIDENCE ELEMENTARY, 1118 OLD CHEROKEE ROAD, LEXINGTON, SC 29072, (803) 821-3300, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, PK,5,,
450270000976, PLEASANT HILL ELEMENTARY, 664 RAWL ROAD, LEXINGTON, SC 29072, (803) 821-2800, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, KG,5,,
450270000977, PLEASANT HILL MIDDLE, 660 RAWL ROAD, LEXINGTON, SC 29072, (803) 821-2700, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,6,8,,
1265157, COLUMBIA ADVENTIST ACADEMY, 241 RIVERCHASE WAY, LEXINGTON, SC 29072, (803) 796-0277, ξξ-ξξLEXINGTON COUNTY, Private, PK,9,,
A0302888, LAKE MURRAY BAPTIST KINDERGARTEN, 1001 HIGHWAY 378 W, LEXINGTON, SC 29072, (803) 957-1435, ξξ-ξξLEXINGTON COUNTY, Private, PK,KG,,
A0702069, LAKE MURRAY MONTESSORI SCHOOL, 1332 N LAKE DR UNIT A-B, LEXINGTON, SC 29072, (803) 996-1004, ξξ-ξξLEXINGTON COUNTY, Private, PK,3,,
450270001484, CAROLINA SPRINGS ELEMENTARY, 6340 PLATT SPRINGS ROAD, LEXINGTON, SC 29073, (803) 821-5100, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, PK,5,,
450270001493, CAROLINA SPRINGS MIDDLE, 6180 PLATT SPRINGS ROAD, LEXINGTON, SC 29073, (803) 821-4900, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,6,8,,
450270000722, OAK GROVE ELEMENTARY, 479 OAK DRIVE, LEXINGTON, SC 29073, (803) 821-0100, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, PK,5,,
450270001269, RED BANK ELEMENTARY, 246 COMMUNITY DRIVE, LEXINGTON, SC 29073, (803) 821-4600, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, PK,5,,
450270000014, SAXE GOTHA ELEMENTARY, 100 BILL WILLIAMSON COURT, LEXINGTON, SC 29073, (803) 821-4800, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, PK,5,,
450270000582, WHITE KNOLL HIGH, 5643 PLATT SPRINGS ROAD, LEXINGTON, SC 29073, (803) 821-5200, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,9,12,,
450303000807, LITTLE MOUNTAIN ELEMENTARY, 692 MILL STREET, LITTLE MOUNTAIN, SC 29075, (803) 945-7721, ξξ-ξξNEWBERRY COUNTY COUNTY, Public, KG,5,,
450255000760, DOBY'S MILL ELEMENTARY, 1964 FT. JACKSON ROAD, LUGOFF, SC 29078, (803) 438-4055, ξξ-ξξKERSHAW COUNTY COUNTY, Public, KG,5,,
450255000658, LUGOFF ELEMENTARY, 994 RIDGEWAY ROAD, LUGOFF, SC 29078, (803) 438-8000, ξξ-ξξKERSHAW COUNTY COUNTY, Public, KG,5,,
450255000665, LUGOFF-ELGIN HIGH, 1284 HIGHWAY 1 SOUTH, LUGOFF, SC 29078, (803) 438-3481, ξξ-ξξKERSHAW COUNTY COUNTY, Public,9,12,,
450255000662, LUGOFF-ELGIN MIDDLE, 1244 HIGHWAY 1 SOUTH, LUGOFF, SC 29078, (803) 438-3591, ξξ-ξξKERSHAW COUNTY COUNTY, Public,6,8,,
450255000009, WATEREE ELEMENTARY, 424 WILDWOOD LANE, LUGOFF, SC 29078, (803) 438-8018, ξξ-ξξKERSHAW COUNTY COUNTY, Public, PK,5,,
1264947, ANDREW JACKSON ACADEMY, PO BOX 98, EHRHARDT, SC 29081, (803) 245-4810, ξξ-ξξBAMBERG COUNTY, Private, PK,12,,
A9106170, COMMUNITY CHRISTIAN ACADEMY, 15893 BELLS HWY, LODGE, SC 29082, (843) 866-7436, ξξ-ξξCOLLETON COUNTY, Private, KG,12,,
450156000308, MCBEE ELEMENTARY, P.O. BOX 368, MCBEE, SC 29101, (843) 335-8347, ξξ-ξξCHESTERFIELD COUNTY COUNTY, Public, PK,6,,
450156000317, MCBEE HIGH, P.O. BOX 218, MCBEE, SC 29101, (843) 335-8251, ξξ-ξξCHESTERFIELD COUNTY COUNTY, Public,7,12,,
450160000328, F. E. DUBOSE CAREER CENTER, P.O. BOX 1249, MANNING, SC 29102, (803) 473-2531, ξξ-ξξCLARENDON COUNTY COUNTY, Public,10,12,,
450177000551, MANNING EARLY CHILDHOOD CENTER, 2759 RACCOON ROAD, MANNING, SC 29102, (803) 473-4744, ξξ-ξξCLARENDON COUNTY COUNTY, Public, PK,1,,
450177001439, MANNING ELEMENTARY, 311 WEST BOYCE STREET, MANNING, SC 29102, (803) 435-5066, ξξ-ξξCLARENDON COUNTY COUNTY, Public,4,6,,
450177000327, MANNING HIGH, 2155 PAXVILLE HIGHWAY, MANNING, SC 29102, (803) 435-4417, ξξ-ξξCLARENDON COUNTY COUNTY, Public,9,12,,
450177000326, MANNING JUNIOR HIGH, 1101 W.L. HAMILTON ROAD, MANNING, SC 29102, (803) 435-8195, ξξ-ξξCLARENDON COUNTY COUNTY, Public,7,8,,
450177000325, MANNING PRIMARY, 125 NORTH BOUNDARY STREET, MANNING, SC 29102, (803) 435-2268, ξξ-ξξCLARENDON COUNTY COUNTY, Public,2,3,,
1264142, LAURENCE MANNING ACADEMY, PO BOX 278, MANNING, SC 29102, (803) 435-2114, ξξ-ξξCLARENDON COUNTY, Private, PK,12,,
450267000711, LOWER LEE ELEMENTARY, 5142 ST. CHARLES ROAD, MAYESVILLE, SC 29104, (803) 428-3637, ξξ-ξξLEE COUNTY COUNTY, Public, PK,5,,
450072000056, RIDGE SPRING MONETTA HIGH, 10 J.P. KNEECE DRIVE, MONETTA, SC 29105, (803) 685-2100, ξξ-ξξAIKEN COUNTY COUNTY, Public,9,12,,
450318000196, HUNTER-KINARD-TYLER SCHOOL, 7066 NORWAY ROAD, NEESES, SC 29107, (803) 263-4832, ξξ-ξξORANGEBURG COUNTY COUNTY, Public, PK,12,,
450303000805, BOUNDARY ST. ELEMENTARY, 1406 BOUNDARY STREET, NEWBERRY, SC 29108, (803) 321-2616, ξξ-ξξNEWBERRY COUNTY COUNTY, Public, PK,5,,
450303001281, GALLMAN ELEMENTARY, 255 HAWKINS ROAD, NEWBERRY, SC 29108, (803) 321-2655, ξξ-ξξNEWBERRY COUNTY COUNTY, Public, PK,5,,
450303000821, NEWBERRY COUNTY CAREER CENTER, 3413 MAIN STREET, NEWBERRY, SC 29108, (803) 321-2674, ξξ-ξξNEWBERRY COUNTY COUNTY, Public,9,12,,
450303000812, NEWBERRY ELEMENTARY, 1829 NANCE STREET, NEWBERRY, SC 29108, (803) 321-2670, ξξ-ξξNEWBERRY COUNTY COUNTY, Public, PK,5,,
450303001285, NEWBERRY HIGH, 3113 MAIN STREET, NEWBERRY, SC 29108, (803) 321-2621, ξξ-ξξNEWBERRY COUNTY COUNTY, Public,9,12,,
450303001284, NEWBERRY MIDDLE, 125 O'NEAL STREET, NEWBERRY, SC 29108, (803) 321-2640, ξξ-ξξNEWBERRY COUNTY COUNTY, Public,6,8,,
450303000811, REUBEN ELEMENTARY, 3605 SPEARMAN ROAD, NEWBERRY, SC 29108, (803) 321-2664, ξξ-ξξNEWBERRY COUNTY COUNTY, Public, PK,5,,
1264222, NEW BERRY ACADEMY, 2055 SMITH RD, NEWBERRY, SC 29108, (803) 276-2760, ξξ-ξξNEWBERRY COUNTY, Private, PK,12,,
A0109140, NEWBERRY CHRISTIAN ACADEMY, 2004 COLONY CHURCH RD, NEWBERRY, SC 29108, (803) 321-1982, ξξ-ξξNEWBERRY COUNTY, Private, PK,12,,
450180000329, WALKER-GAMBLE ELEMENTARY, 2358 WALKER-GAMBLE ROAD, NEW ZION, SC 29111, (843) 659-2102, ξξ-ξξCLARENDON COUNTY COUNTY, Public, PK,5,,
450321000875, DOVER ELEMENTARY, 1411 BEDFORD AVENUE, NORTH, SC 29112, (803) 247-2184, ξξ-ξξORANGEBURG COUNTY COUNTY, Public, PK,5,,
450321000876, NORTH MIDDLE/HIGH, 692 CROMER AVENUE, NORTH, SC 29112, (803) 247-2541, ξξ-ξξORANGEBURG COUNTY COUNTY, Public,6,12,,
A0109133, LIVINGSTON CHRISTIAN ACADEMY, PO BOX 1057, NORTH, SC 29112, (803) 247-5005, ξξ-ξξORANGEBURG COUNTY, Private, PK,11,,
450219000454, OLANTA ELEMENTARY, P.O. BOX 628, OLANTA, SC 29114, (843) 396-4457, ξξ-ξξFLORENCE COUNTY COUNTY, Public, PK,5,,
450321000866, BROOKDALE ELEMENTARY, 394 BROOKDALE DRIVE, ORANGEBURG, SC 29115, (803) 534-5982, ξξ-ξξORANGEBURG COUNTY COUNTY, Public, PK,5,,
450321000865, MELLICHAMP ELEMENTARY, 350 MURRAY ROAD, ORANGEBURG, SC 29115, (803) 534-8044, ξξ-ξξORANGEBURG COUNTY COUNTY, Public, PK,5,,
450321000867, RIVELON ELEMENTARY, 350 THOMAS B. EKLUND CIRCLE, ORANGEBURG, SC 29115, (803) 534-2949, ξξ-ξξORANGEBURG COUNTY COUNTY, Public, PK,5,,
450321001291, ROBERT E. HOWARD MIDDLE, 1255 BELLEVILLE ROAD, ORANGEBURG, SC 29115, (803) 534-5470, ξξ-ξξORANGEBURG COUNTY COUNTY, Public,6,8,,
450321000868, SHERIDAN ELEMENTARY, 1139 HILLSBORO ROAD, ORANGEBURG, SC 29115, (803) 534-7504, ξξ-ξξORANGEBURG COUNTY COUNTY, Public, PK,5,,
450321000869, WHITTAKER ELEMENTARY, 790 WHITTAKER PARKWAY, ORANGEBURG, SC 29115, (803) 534-6559, ξξ-ξξORANGEBURG COUNTY COUNTY, Public, PK,5,,
450321001370, WILLIAM J. CLARK MIDDLE, 919 BENNETT AVENUE, ORANGEBURG, SC 29115, (803) 531-2200, ξξ-ξξORANGEBURG COUNTY COUNTY, Public,6,8,,
A0302872, ANDREW CHAPEL CHRISTIAN ACADEMY, 3670 FIVE CHOP RD, ORANGEBURG, SC 29115, (803) 531-0303, ξξ-ξξORANGEBURG COUNTY, Private, PK,4,,
A0307978, GREATER FAITH BAPTIST CHURCH CHILD DEV CENTER, 203 DORCHESTER ST, ORANGEBURG, SC 29115, (803) 536-5258, ξξ-ξξORANGEBURG COUNTY, Private, PK,KG,,
A9903938, ORANGEBURG CHRISTIAN ACADEMY INC, 3769 CAMERON RD, ORANGEBURG, SC 29115, (803) 536-0121, ξξ-ξξORANGEBURG COUNTY, Private, PK,12,,
K9305640, ST ANDREWS METHODIST KINDERGARTEN, 1980 COLUMBIA RD NE, ORANGEBURG, SC 29115, (803) 536-3193, ξξ-ξξORANGEBURG COUNTY, Private, PK,KG,,
1932407, WESLEY CHRISTIAN SCHOOL, 492 BROUGHTON ST, ORANGEBURG, SC 29115, (803) 536-6167, ξξ-ξξORANGEBURG COUNTY, Private, PK,11,,
450000301401, FELTON LABORATORY, P.O. BOX 7037, ORANGEBURG, SC 29117, (803) 536-7034, ξξ-ξξORANGEBURG COUNTY COUNTY, Public, N ,N ,,
450321000864, MARSHALL ELEMENTARY, 1441 MARSHALL STREET, ORANGEBURG, SC 29118, (803) 534-7865, ξξ-ξξORANGEBURG COUNTY COUNTY, Public, PK,5,,
450321000912, ORANGEBURG CONSOLITATED SCHOOL DISTRICT FIVE TECHN, 3720 MAGNOLIA STREET, ORANGEBURG, SC 29118, (803) 536-4473, ξξ-ξξORANGEBURG COUNTY COUNTY, Public,9,12,,
450321000873, ORANGEBURG WILKINSON HIGH, 601 BRUIN PARKWAY, ORANGEBURG, SC 29118, (803) 534-6180, ξξ-ξξORANGEBURG COUNTY COUNTY, Public,9,12,,
1264517, ORANGEBURG PREPARATORY SCHOOL, 2651 NORTH RD, ORANGEBURG, SC 29118, (803) 534-7970, ξξ-ξξORANGEBURG COUNTY, Private, PK,12,,
A9503758, VANARD MENDINGHALL JR ACADEMY, 1202 DECATUR ST, ORANGEBURG, SC 29118, (803) 535-3730, ξξ-ξξORANGEBURG COUNTY, Private, KG,8,,
450270001514, FORTS POND ELEMENTARY, 7350 FISH HATCHERY ROAD, PELION, SC 29123, (803) 821-2500, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, KG,5,,
450270000721, PELION ELEMENTARY, 1202 PINE STREET, PELION, SC 29123, (803) 821-2000, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, PK,5,,
450270000725, PELION HIGH, 600 LYDIA DRIVE, PELION, SC 29123, (803) 821-2200, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,9,12,,
450270000583, PELION MIDDLE, 758 MAGNOLIA STREET, PELION, SC 29123, (803) 821-2300, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,6,8,,
450372001069, MANCHESTER ELEMENTARY, 200 E. CLARK STREET, PINEWOOD, SC 29125, (803) 452-5454, ξξ-ξξSUMTER COUNTY COUNTY, Public, PK,5,,
450303001282, POMARIA-GARMANY ELEMENTARY, 7288 US HIGHWAY 176, POMARIA, SC 29126, (803) 321-2651, ξξ-ξξNEWBERRY COUNTY COUNTY, Public, PK,5,,
450303000818, MID-CAROLINA HIGH, 377 CY SCHUMPERT ROAD, PROSPERITY, SC 29127, (803) 364-2134, ξξ-ξξNEWBERRY COUNTY COUNTY, Public,9,12,,
450303001283, MID-CAROLINA MIDDLE, 6834 US HIGHWAY 76, PROSPERITY, SC 29127, (803) 364-3634, ξξ-ξξNEWBERRY COUNTY COUNTY, Public,6,8,,
450303001286, PROSPERITY-RIKARD ELEMENTARY, 381 S. WHEELER STREET, PROSPERITY, SC 29127, (803) 364-2331, ξξ-ξξNEWBERRY COUNTY COUNTY, Public, KG,5,,
450000101496, LIEBER CORRECTIONAL INSTITUTION, 136 WILBORN AVENUE, RIDGEVILLE, SC 29128, (843) 896-3701, ξξ-ξξDORCHESTER COUNTY COUNTY, Public, N ,N ,,
450372001072, RAFTING CREEK ELEMENTARY, 4100 HIGHWAY 261 NORTH, REMBERT, SC 29128, (803) 432-2994, ξξ-ξξSUMTER COUNTY COUNTY, Public, PK,5,,
450000101423, WATEREE RIVER HIGH, P.O. BOX 189, REMBERT, SC 29128, (803) 896-3454, ξξ-ξξSUMTER COUNTY COUNTY, Public,9,12,,
450267000712, WEST LEE ELEMENTARY, 55 WEST LEE SCHOOL ROAD, REMBERT, SC 29128, (803) 428-3147, ξξ-ξξLEE COUNTY COUNTY, Public, PK,5,,
1264459, THOMAS SUMTER ACADEMY, 5265 CAMDEN HWY, REMBERT, SC 29128, (803) 499-3378, ξξ-ξξSUMTER COUNTY, Private, PK,12,,
450072000034, RIDGE SPRING MONETTA ELEMENTARY/MIDDLE, 422 HAZZARD CIRCLE, RIDGE SPRING, SC 29129, (803) 685-2000, ξξ-ξξSALUDA COUNTY COUNTY, Public, PK,8,,
450210000419, GEIGER ELEMENTARY, 300 COLEMAN STREET, RIDGEWAY, SC 29130, (803) 337-8288, ξξ-ξξFAIRFIELD COUNTY COUNTY, Public, PK,6,,
A0109144, PALMETTO MONTESSORI SCHOOL, 1364 COOK RD, RIDGEWAY, SC 29130, (803) 337-8565, ξξ-ξξFAIRFIELD COUNTY, Private, Ungraded,Ungraded,,
