360008005528, HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS, 15 PENN PLAZA #15, NEW YORK, NY 10001, (646) 812-9399, ξξ-ξξNEW YORK COUNTY COUNTY, Public,5,12,,
361671001491, LANSING MIDDLE SCHOOL, 6 LUDLOWVILLE RD, LANSING, NY 14882, (607) 533-4271, ξξ-ξξTOMPKINS COUNTY COUNTY, Public,5,8,,
361671001489, RAYMOND C BUCKLEY ELEMENTARY SCHOOL, 284 RIDGE RD, LANSING, NY 14882, (607) 533-4183, ξξ-ξξTOMPKINS COUNTY COUNTY, Public, KG,4,,
362775003759, SPENCER-VAN ETTEN HIGH SCHOOL, PO BOX 307, SPENCER, NY 14883, (607) 589-7140, ξξ-ξξTIOGA COUNTY COUNTY, Public,9,12,,
362775003758, SPENCER-VAN ETTEN MIDDLE SCHOOL, PO BOX 369, SPENCER, NY 14883, (607) 589-7120, ξξ-ξξTIOGA COUNTY COUNTY, Public,5,8,,
A9104963, NO SPENCER CHRISTIAN ACADEMY, 721 ITHACA RD, SPENCER, NY 14883, (607) 589-6366, ξξ-ξξTIOGA COUNTY, Private, PK,10,,
360000703911, JASPER-TROUPSBURG ELEMENTARY SCHOOL, PO BOX 98, TROUPSBURG, NY 14885, (607) 525-6301, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, KG,6,,
362898003921, CHARLES O DICKERSON HIGH SCHOOL, 100 WHIG ST, TRUMANSBURG, NY 14886, (607) 387-7551, ξξ-ξξTOMPKINS COUNTY COUNTY, Public,9,12,,
362898003922, RUSSELL I DOIG MIDDLE SCHOOL, 100 WHIG ST, TRUMANSBURG, NY 14886, (607) 387-7551, ξξ-ξξTOMPKINS COUNTY COUNTY, Public,5,8,,
362898003920, TRUMANSBURG ELEMENTARY SCHOOL, 100 WHIG ST, TRUMANSBURG, NY 14886, (607) 387-7551, ξξ-ξξTOMPKINS COUNTY COUNTY, Public, PK,4,,
362775003760, SPENCER-VAN ETTEN ELEMENTARY SCHOOL, PO BOX 98, VAN ETTEN, NY 14889, (607) 589-7110, ξξ-ξξCHEMUNG COUNTY COUNTY, Public, PK,4,,
363024004062, WATKINS GLEN CENTRAL HIGH SCHOOL, 301 12TH ST, WATKINS GLEN, NY 14891, (607) 535-3210, ξξ-ξξSCHUYLER COUNTY COUNTY, Public,9,12,,
363024004063, WATKINS GLEN ELEMENTARY SCHOOL, 612 S DECATUR ST, WATKINS GLEN, NY 14891, (607) 535-3250, ξξ-ξξSCHUYLER COUNTY COUNTY, Public, PK,4,,
363024004064, WATKINS GLEN MIDDLE SCHOOL, 200 10TH ST, WATKINS GLEN, NY 14891, (607) 535-3230, ξξ-ξξSCHUYLER COUNTY COUNTY, Public,5,8,,
363027004066, ELM STREET ELEMENTARY SCHOOL, 145 ELM ST, WAVERLY, NY 14892, (607) 565-8186, ξξ-ξξTIOGA COUNTY COUNTY, Public, PK,6,,
363027004068, LINCOLN STREET ELEMENTARY SCHOOL, 45 LINCOLN ST, WAVERLY, NY 14892, (607) 565-8176, ξξ-ξξTIOGA COUNTY COUNTY, Public, PK,6,,
363027004069, WAVERLY HIGH SCHOOL, 1 FREDERICK ST, WAVERLY, NY 14892, (607) 565-8101, ξξ-ξξTIOGA COUNTY COUNTY, Public,9,12,,
363027005437, WAVERLY MIDDLE SCHOOL, 1 FREDERICK ST, WAVERLY, NY 14892, (607) 565-3410, ξξ-ξξTIOGA COUNTY COUNTY, Public,7,8,,
363048004098, WELLSVILLE ELEMENTARY SCHOOL, 98 SCHOOL ST, WELLSVILLE, NY 14895, (585) 596-2122, ξξ-ξξALLEGANY COUNTY COUNTY, Public, PK,5,,
363048004097, WELLSVILLE MIDDLE SCHOOL, 126 W STATE ST, WELLSVILLE, NY 14895, (585) 596-2144, ξξ-ξξALLEGANY COUNTY COUNTY, Public,6,8,,
363048004099, WELLSVILLE SENIOR HIGH SCHOOL, 126 W STATE ST, WELLSVILLE, NY 14895, (585) 596-2188, ξξ-ξξALLEGANY COUNTY COUNTY, Public,9,12,,
927974, IMMACULATE CONCEPTION SCHOOL, 24 MAPLE AVE, WELLSVILLE, NY 14895, (585) 593-5840, ξξ-ξξALLEGANY COUNTY, Private, PK,8,,
363135004575, WHITESVILLE CENTRAL SCHOOL, 692 MAIN ST, WHITESVILLE, NY 14897, (607) 356-3301, ξξ-ξξALLEGANY COUNTY COUNTY, Public, PK,12,,
361056000816, DIVEN SCHOOL, 1115 HALL ST, ELMIRA, NY 14901, (607) 735-3700, ξξ-ξξCHEMUNG COUNTY COUNTY, Public, PK,5,,
361056005595, ELMIRA ALTERNATIVE HIGH SCHOOL AT WASHINGTON SCHOO, 422 W WASHINGTON AVE, ELMIRA, NY 14901, (607) 735-3350, ξξ-ξξCHEMUNG COUNTY COUNTY, Public,10,12,,
361056000815, ERNIE DAVIS MIDDLE SCHOOL, 610 LAKE ST, ELMIRA, NY 14901, (607) 735-3400, ξξ-ξξCHEMUNG COUNTY COUNTY, Public,6,8,,
361056000817, FASSETT ELEMENTARY SCHOOL, 309 W THURSTON ST, ELMIRA, NY 14901, (607) 735-3900, ξξ-ξξCHEMUNG COUNTY COUNTY, Public, PK,5,,
361056000825, THOMAS K BEECHER SCHOOL, 310 SULLIVAN ST, ELMIRA, NY 14901, (607) 735-3500, ξξ-ξξCHEMUNG COUNTY COUNTY, Public, PK,5,,
929268, HOLY FAMILY MIDDLE SCHOOL, 1010 DAVIS ST, ELMIRA, NY 14901, (607) 734-0336, ξξ-ξξCHEMUNG COUNTY, Private,6,8,,
361059000828, COHEN ELEMENTARY SCHOOL, 100 ROBINWOOD AVE, ELMIRA HEIGHTS, NY 14903, (607) 734-7132, ξξ-ξξCHEMUNG COUNTY COUNTY, Public, PK,5,,
361059002828, COHEN MIDDLE SCHOOL, 100 ROBINWOOD AVE, ELMIRA HEIGHTS, NY 14903, (607) 734-5078, ξξ-ξξCHEMUNG COUNTY COUNTY, Public,6,8,,
361059000830, THOMAS A EDISON HIGH SCHOOL, 2083 COLLEGE AVE, ELMIRA HEIGHTS, NY 14903, (607) 733-5604, ξξ-ξξCHEMUNG COUNTY COUNTY, Public,9,12,,
A0107479, CHEMUNG VALLEY MONTESSORI SCHOOL, 23 WINTERS RD, ELMIRA, NY 14903, (607) 562-8754, ξξ-ξξCHEMUNG COUNTY, Private, PK,8,,
361056000810, BROADWAY ELEMENTARY SCHOOL, 1000 BROADWAY, ELMIRA, NY 14904, (607) 735-3600, ξξ-ξξCHEMUNG COUNTY COUNTY, Public, PK,5,,
361056000811, BROADWAY MIDDLE SCHOOL, 1000 BROADWAY, ELMIRA, NY 14904, (607) 735-3300, ξξ-ξξCHEMUNG COUNTY COUNTY, Public,6,8,,
361056004387, PARLEY COBURN SCHOOL, 216 MT ZOAR ST, ELMIRA, NY 14904, (607) 735-3650, ξξ-ξξCHEMUNG COUNTY COUNTY, Public, PK,5,,
361056000823, RIVERSIDE SCHOOL, 409 RIVERSIDE AVE, ELMIRA, NY 14904, (607) 735-3850, ξξ-ξξCHEMUNG COUNTY COUNTY, Public, PK,5,,
361056000824, SOUTHSIDE HIGH SCHOOL, 777 S MAIN ST, ELMIRA, NY 14904, (607) 735-3201, ξξ-ξξCHEMUNG COUNTY COUNTY, Public,9,12,,
A9303892, ELMIRA CHRISTIAN ACADEMY, 235 E MILLER ST, ELMIRA, NY 14904, (607) 734-7195, ξξ-ξξCHEMUNG COUNTY, Private, PK,12,,
929279, HOLY FAMILY ELEMENTARY SCHOOL, 421 FULTON ST, ELMIRA, NY 14904, (607) 732-3588, ξξ-ξξCHEMUNG COUNTY, Private, PK,5,,
929246, NORTE DAME HIGH SCHOOL, 1400 MAPLE AVE, ELMIRA, NY 14904, (607) 734-2267, ξξ-ξξCHEMUNG COUNTY, Private,9,12,,
361056000814, ELMIRA FREE ACADEMY, 933 HOFFMAN ST, ELMIRA, NY 14905, (607) 735-3100, ξξ-ξξCHEMUNG COUNTY COUNTY, Public,9,12,,
361056000818, HENDY AVENUE SCHOOL, 110 HENDY AVE, ELMIRA, NY 14905, (607) 735-3750, ξξ-ξξCHEMUNG COUNTY COUNTY, Public, PK,5,,
420213000615, ALIQUIPPA EL SCH, 831 21ST ST, ALIQUIPPA, PA 15001, (724) 857-7500, ξξ-ξξBEAVER COUNTY COUNTY, Public, KG,6,,
420213007336, ALIQUIPPA JSHS, 100 HARDING AVE, ALIQUIPPA, PA 15001, (724) 857-7500, ξξ-ξξBEAVER COUNTY COUNTY, Public,7,12,,
420082407339, CENTER GRANGE PRIMARY SCHOOL, 225 CENTER GRANGE RD, ALIQUIPPA, PA 15001, (724) 775-5600, ξξ-ξξBEAVER COUNTY COUNTY, Public, KG,2,,
421203000672, HOPEWELL EL SCH, 3000 KANE ROAD, ALIQUIPPA, PA 15001, (724) 375-1111, ξξ-ξξBEAVER COUNTY COUNTY, Public, KG,4,,
421203000674, HOPEWELL JHS, 2354 BRODHEAD RD, ALIQUIPPA, PA 15001, (724) 375-7765, ξξ-ξξBEAVER COUNTY COUNTY, Public,5,8,,
421203000675, HOPEWELL SHS, 1215 LONGVUE AVE, ALIQUIPPA, PA 15001, (724) 378-8565, ξξ-ξξBEAVER COUNTY COUNTY, Public,9,12,,
421203000671, INDEPENDENCE EL SCH, RR 1 BOX 103, ALIQUIPPA, PA 15001, (724) 375-3201, ξξ-ξξBEAVER COUNTY COUNTY, Public, KG,4,,
421203009954, MARGARET ROSS EL SCH, 1955 MARATTA RD, ALIQUIPPA, PA 15001, (724) 375-2956, ξξ-ξξBEAVER COUNTY COUNTY, Public, KG,4,,
A0902831, DELIVERANCE TEMPLE MINISTRIES ROOTS CHRISTIAN ACAD, 1521 KENNEDY BLVD, ALIQUIPPA, PA 15001, (724) 203-4669, ξξ-ξξBEAVER COUNTY, Private,5,12,,
1193077, OUR LADY OF FATIMA ELEMENTARY SCHOOL, 3005 FATIMA DR, ALIQUIPPA, PA 15001, (724) 375-7565, ξξ-ξξBEAVER COUNTY, Private, PK,8,,
A0503012, THE HOPE CHRISTIAN ACADEMY, 434 FRANKLIN AVE, ALIQUIPPA, PA 15001, (724) 375-1016, ξξ-ξξBEAVER COUNTY, Private,1,11,,
420244006555, AMBRIDGE AREA HS, 909 DUSS AVENUE, AMBRIDGE, PA 15003, (724) 266-2833, ξξ-ξξBEAVER COUNTY COUNTY, Public,9,12,,
420244000800, HIGHLAND EL SCH, 1101 HIGHLAND AVENUE, AMBRIDGE, PA 15003, (724) 266-2833, ξξ-ξξBEAVER COUNTY COUNTY, Public, KG,6,,
420244000632, STATE STREET EL SCH, 600 HARMONY ROAD, BADEN, PA 15005, (724) 266-2833, ξξ-ξξBEAVER COUNTY COUNTY, Public, KG,6,,
A0701968, NORTH HILLS CHRISTIAN SCHOOL, 3151 CONWAY WALLROSE RD, BADEN, PA 15005, (724) 266-1922, ξξ-ξξBEAVER COUNTY, Private, PK,12,,
1193044, QUIGLEY CATHOLIC HIGH SCHOOL, 200 QUIGLEY DR, BADEN, PA 15005, (724) 869-2188, ξξ-ξξBEAVER COUNTY, Private,9,12,,
420014200905, BEAVER AREA ACADEMIC CS, GYPSY GLEN RD, BEAVER, PA 15009, (724) 774-4022, ξξ-ξξBEAVER COUNTY COUNTY, Public,9,12,,
420312000106, BEAVER AREA MS, GYPSY GLEN, BEAVER, PA 15009, (724) 774-0253, ξξ-ξξBEAVER COUNTY COUNTY, Public,7,8,,
420312000640, BEAVER AREA SHS, GYPSY GLEN, BEAVER, PA 15009, (724) 774-0251, ξξ-ξξBEAVER COUNTY COUNTY, Public,9,12,,
420312000639, COLLEGE SQUARE EL SCH, 375 COLLEGE AVE, BEAVER, PA 15009, (724) 774-1168, ξξ-ξξBEAVER COUNTY COUNTY, Public, KG,2,,
420312000842, DUTCH RIDGE EL SCH, 2220 DUTCH RIDGE ROAD, BEAVER, PA 15009, (724) 774-1017, ξξ-ξξBEAVER COUNTY COUNTY, Public,3,6,,
K9304675, AGAPELAND CHILDREN'S GARDEN, 500 DUTCH RIDGE RD, BEAVER, PA 15009, (724) 462-6566, ξξ-ξξBEAVER COUNTY, Private, PK,KG,,
A0902882, GATEWAY LICENSED PRIVATE ACADEMIC SCHOOL, 390 TUSCARAWAS RD, BEAVER, PA 15009, (724) 378-4461, ξξ-ξξBEAVER COUNTY, Private,9,12,,
1193703, SS PETER & PAUL SCHOOL370 , E END AVE, BEAVER, PA 15009, (724) 774-4450, ξξ-ξξBEAVER COUNTY, Private, KG,8,,
420363000649, BEAVER FALLS AREA SHS, 1701 8TH AVE, BEAVER FALLS, PA 15010, (724) 843-7470, ξξ-ξξBEAVER COUNTY COUNTY, Public,9,12,,
420363000648, BEAVER FALLS MS, 1601 8TH AVE, BEAVER FALLS, PA 15010, (724) 846-5470, ξξ-ξξBEAVER COUNTY COUNTY, Public,6,8,,
420368806707, BLACKHAWK HS, 500 BLACKHAWK RD, BEAVER FALLS, PA 15010, (724) 846-9600, ξξ-ξξBEAVER COUNTY COUNTY, Public,8,12,,
420368807154, BLACKHAWK INTERMEDIATE SCH, 603 SHENANGO RD, BEAVER FALLS, PA 15010, (724) 843-5050, ξξ-ξξBEAVER COUNTY COUNTY, Public,3,5,,
420363000799, CENTRAL EL SCH, 805 15TH STREET, BEAVER FALLS, PA 15010, (724) 843-3420, ξξ-ξξBEAVER COUNTY COUNTY, Public, PK,5,,
420368806558, HIGHLAND MS, 402 SHENANGO RD, BEAVER FALLS, PA 15010, (724) 843-1700, ξξ-ξξBEAVER COUNTY COUNTY, Public,6,7,,
420368806560, PATTERSON PRIMARY SCH, 701 DARLINGTON RD, BEAVER FALLS, PA 15010, (724) 843-1268, ξξ-ξξBEAVER COUNTY COUNTY, Public, KG,2,,
1197468, BEAVER COUNTY CHRISTIAN SCHOOL, 3601 SHORT ST, BEAVER FALLS, PA 15010, (724) 843-8331, ξξ-ξξBEAVER COUNTY, Private, KG,12,,
A0902837, DIVINE MERCY ACADEMY, 609 10TH ST, BEAVER FALLS, PA 15010, (724) 846-5955, ξξ-ξξBEAVER COUNTY, Private, PK,8,,
420321004930, BELLE VERNON AREA HS, 425 CREST AVE, BELLE VERNON, PA 15012, (724) 808-2500, ξξ-ξξWESTMORELAND COUNTY COUNTY, Public,9,12,,
420321004329, BELLMAR MS, 500 PERRY AVE, BELLE VERNON, PA 15012, (724) 808-2500, ξξ-ξξFAYETTE COUNTY COUNTY, Public,6,8,,
420321004328, MARION EL SCH, 500 PERRY AVE, BELLE VERNON, PA 15012, (724) 808-2500, ξξ-ξξFAYETTE COUNTY COUNTY, Public, KG,5,,
420321004325, ROSTRAVER EL SCH, 300 CREST AVE, BELLE VERNON, PA 15012, (724) 808-2500, ξξ-ξξWESTMORELAND COUNTY COUNTY, Public, KG,5,,
420321004330, ROSTRAVER MS, 250 CREST AVE, BELLE VERNON, PA 15012, (724) 808-2500, ξξ-ξξWESTMORELAND COUNTY COUNTY, Public,6,8,,
AB912438, ST SEBASTIAN REGIONAL SCHOOL, 815 BROAD AVE, BELLE VERNON, PA 15012, (724) 929-5143, ξξ-ξξWESTMORELAND COUNTY, Private, PK,8,,
421188000182, FAIRMOUNT EL SCH, 1060 ATLANTIC AVE, BRACKENRIDGE, PA 15014, (724) 224-5880, ξξ-ξξALLEGHENY COUNTY COUNTY, Public, PK,5,,
421701000263, BRADFORD WOODS EL SCH, 41 FOREST ROAD, BRADFORD WOODS, PA 15015, (724) 935-5081, ξξ-ξξALLEGHENY COUNTY COUNTY, Public, KG,5,,
420570006706, CHARTIERS VALLEY HS, 50 THOMS RUN RD, BRIDGEVILLE, PA 15017, (412) 429-2273, ξξ-ξξALLEGHENY COUNTY COUNTY, Public,9,12,,
420570000094, CHARTIERS VALLEY MS, 50 THOMS RUN RD, BRIDGEVILLE, PA 15017, (412) 429-2223, ξξ-ξξALLEGHENY COUNTY COUNTY, Public,6,8,,
420570000194, CHARTIERS VALLEY PRIMARY SCH, 125 THOMS RUN RD, BRIDGEVILLE, PA 15017, (412) 429-3270, ξξ-ξξALLEGHENY COUNTY COUNTY, Public, KG,2,,
1192991, HOLY CHILD CATHOLIC SCHOOL, 220 STATION ST, BRIDGEVILLE, PA 15017, (412) 221-4720, ξξ-ξξALLEGHENY COUNTY, Private, PK,8,,
K9500488, MONTESSORI CHILDREN'S SCHOOLHOUSE, 150 VANADIUM RD STE 3, BRIDGEVILLE, PA 15017, (412) 257-9717, ξξ-ξξALLEGHENY COUNTY, Private, PK,KG,,
420450000243, BURGETTSTOWN EL CTR, 100 BAVINGTON RD, BURGETTSTOWN, PA 15021, (724) 947-8150, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, KG,5,,
420450004195, BURGETTSTOWN MS/HS, 104 BAVINGTON RD, BURGETTSTOWN, PA 15021, (724) 947-8100, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,6,12,,
A0302816, CORNERSTONE MENNONITE SCHOOL, 783 CEDAR GROVE RD, BURGETTSTOWN, PA 15021, (724) 947-0223, ξξ-ξξWASHINGTON COUNTY, Private,1,10,,
A9107086, TRI-STATE CHRISTIAN ACADEMY, 750 STEUBENVILLE PIKE, BURGETTSTOWN, PA 15021, (724) 947-8722, ξξ-ξξWASHINGTON COUNTY, Private, PK,9,,
420564009942, CHARLEROI AREA EL CTR, 75 FECSEN DR, CHARLEROI, PA 15022, (724) 483-5554, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, KG,5,,
420564004715, CHARLEROI AREA HS, 100 FECSEN DR, CHARLEROI, PA 15022, (724) 483-3600, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,9,12,,
420564007199, CHARLEROI AREA MS, 100 FECSEN DR, CHARLEROI, PA 15022, (724) 483-3600, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,6,8,,
428045007089, MON VALLEY CTC, ONE GUTTMAN BOULEVARD, CHARLEROI, PA 15022, (724) 489-9581, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,10,12,,
A0503055, MON VALLEY ACADEMY II, 306 CHAMBER PLAZA, CHARLEROI, PA 15022, (724) 489-8099, ξξ-ξξWASHINGTON COUNTY, Private,8,12,,
420219005296, ACMETONIA PRIMARY SCH, 300 PEARL STREET, CHESWICK, PA 15024, (724) 274-6500, ξξ-ξξALLEGHENY COUNTY COUNTY, Public, KG,3,,
1632141, CHESWICK CHRISTIAN ACADEMY, 1407 PITTSBURGH ST, CHESWICK, PA 15024, (724) 274-4846, ξξ-ξξALLEGHENY COUNTY, Private, KG,12,,
420603000063, CLAIRTON EL SCH, 501 WADDELL AVE, CLAIRTON, PA 15025, (412) 233-9200, ξξ-ξξALLEGHENY COUNTY COUNTY, Public, KG,6,,
420603007346, CLAIRTON MS/HS, 501 WADDELL AVE, CLAIRTON, PA 15025, (412) 233-9200, ξξ-ξξALLEGHENY COUNTY COUNTY, Public,7,12,,
422559000516, GILL HALL EL SCH, 829 GILL HALL RD, JEFFERSON HILLS, PA 15025, (412) 655-4732, ξξ-ξξALLEGHENY COUNTY COUNTY, Public, KG,5,,
422559000081, JEFFERSON EL SCH, 875 OLD CLAIRTON RD, JEFFERSON HILLS, PA 15025, (412) 655-4163, ξξ-ξξALLEGHENY COUNTY COUNTY, Public, KG,5,,
428005007045, STEEL CENTER AVTS, 565 LEWIS RUN ROAD, JEFFERSON HILLS, PA 15025, (412) 469-3200, ξξ-ξξALLEGHENY COUNTY COUNTY, Public,10,12,,
422559000523, THOMAS JEFFERSON HS, 310 OLD CLAIRTON RD, JEFFERSON HILLS, PA 15025, (412) 655-8610, ξξ-ξξALLEGHENY COUNTY COUNTY, Public,9,12,,
A0503167, WESLEY SPECTRUM INTEGRATED SERVICES, 555 N LEWIS RUN RD, WEST JEFFERSON HILLS, PA 15025, (412) 469-9771, ξξ-ξξALLEGHENY COUNTY, Private,2,12,,
421038007000, CONWAY EL SCH, 801 FIRST AVE, CONWAY, PA 15027, (724) 869-3081, ξξ-ξξBEAVER COUNTY COUNTY, Public, KG,4,,
422040007237, DONORA EL CTR, 401 WADDELL, DONORA, PA 15033, (724) 379-7600, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, KG,5,,
A0108957, MADONNA CATHOLIC REGIONAL SCHOOL, 1 PARK MANOR, DONORA, PA 15033, (724) 379-5977, ξξ-ξξWASHINGTON COUNTY, Private, PK,8,,
420909000136, CENTRAL EL SCH, 401 ROCK RUN ROAD, ELIZABETH, PA 15037, (412) 896-2318, ξξ-ξξALLEGHENY COUNTY COUNTY, Public, KG,5,,
420909004804, ELIZABETH FORWARD MS, 401 ROCK RUN ROAD, ELIZABETH, PA 15037, (412) 896-2335, ξξ-ξξALLEGHENY COUNTY COUNTY, Public,6,8,,
420909000144, ELIZABETH FORWARD SHS, 1000 WEIGLES HILL ROAD, ELIZABETH, PA 15037, (412) 896-2349, ξξ-ξξALLEGHENY COUNTY COUNTY, Public,9,12,,
420244000633, AMBRIDGE AREA JHS, 401 FIRST STREET, FREEDOM, PA 15042, (724) 266-2833, ξξ-ξξBEAVER COUNTY COUNTY, Public,7,8,,
421038006999, BIG KNOB EL SCH, 205 FEZELL RD, FREEDOM, PA 15042, (724) 775-7881, ξξ-ξξBEAVER COUNTY COUNTY, Public, KG,4,,
420244000629, ECONOMY EL SCH, 1000 FIRST STREET, FREEDOM, PA 15042, (724) 266-2833, ξξ-ξξBEAVER COUNTY COUNTY, Public, KG,6,,
421038000963, FREEDOM AREA INTRMD SCH, 1701 EIGTH AVENUE, FREEDOM, PA 15042, (724) 775-7544, ξξ-ξξBEAVER COUNTY COUNTY, Public,5,6,,
421038006564, FREEDOM AREA MS, 1701 8TH AVE, FREEDOM, PA 15042, (724) 775-7641, ξξ-ξξBEAVER COUNTY COUNTY, Public,5,8,,
421038006563, FREEDOM AREA SHS, 1190 BULLDOG DR, FREEDOM, PA 15042, (724) 775-7400, ξξ-ξξBEAVER COUNTY COUNTY, Public,9,12,,
420285006816, EDEN HALL UPPER EL SCH, 3900 BAKERSTOWN ROAD, GIBSONIA, PA 15044, (724) 443-1450, ξξ-ξξALLEGHENY COUNTY COUNTY, Public,4,6,,
420285000312, HANCE EL SCH, 5518 MOLNAR DRIVE, GIBSONIA, PA 15044, (724) 443-1541, ξξ-ξξALLEGHENY COUNTY COUNTY, Public, KG,3,,
420285000315, PINE-RICHLAND HS, 700 WARRENDALE RD, GIBSONIA, PA 15044, (724) 625-4444, ξξ-ξξBUTLER COUNTY COUNTY, Public,9,12,,
420285000314, PINE-RICHLAND MS, 100 LOGAN RD, GIBSONIA, PA 15044, (724) 625-3111, ξξ-ξξALLEGHENY COUNTY COUNTY, Public,7,8,,
421140000178, POFF EL SCH, 2990 HABERLEIN RD, GIBSONIA, PA 15044, (412) 492-6335, ξξ-ξξALLEGHENY COUNTY COUNTY, Public, PK,12,,
420285000111, RICHLAND EL SCH, 3811 BAKERSTOWN ROAD, GIBSONIA, PA 15044, (724) 443-1558, ξξ-ξξALLEGHENY COUNTY COUNTY, Public, KG,3,,
A9903564, AQUINAS ACADEMY, 2308 W HARDIES RD, GIBSONIA, PA 15044, (724) 444-0722, ξξ-ξξALLEGHENY COUNTY, Private, PK,12,,
A9503619, NORTH PITTSBURGH CHILDRENS HOUSE INC, 5031 OAKVIEW DR, GIBSONIA, PA 15044, (724) 444-0480, ξξ-ξξALLEGHENY COUNTY, Private, PK,KG,,
422223006568, SOUTH SIDE EL SCH, 4949 STATE ROUTE 151, HOOKSTOWN, PA 15050, (724) 573-9581, ξξ-ξξBEAVER COUNTY COUNTY, Public, KG,5,,
422223000714, SOUTH SIDE HS, 4949 STATE ROUTE 151, HOOKSTOWN, PA 15050, (724) 573-9581, ξξ-ξξBEAVER COUNTY COUNTY, Public,9,12,,
422223006937, SOUTH SIDE MS, 4949 STATE ROUTE 151, HOOKSTOWN, PA 15050, (724) 573-9581, ξξ-ξξBEAVER COUNTY COUNTY, Public,6,8,,
1906035, PLEASANT HILL WESLEYAN ACADEMY, 466 PLEASANT HILL RD, HOOKSTOWN, PA 15050, (724) 573-9182, ξξ-ξξBEAVER COUNTY, Private,1,11,,
422604000719, WESTERN BEAVER CO JSHS, 216 ENGLE RD, INDUSTRY, PA 15052, (724) 643-8500, ξξ-ξξBEAVER COUNTY COUNTY, Public,6,12,,
A0992053, KIDS WORLD, PO BOX 524, LAWRENCE, PA 15055, (724) 745-4333, ξξ-ξξWASHINGTON COUNTY, Private, PK,KG,,
421986000448, QUAKER VALLEY HS, 625 BEAVER ST, LEETSDALE, PA 15056, (412) 749-6000, ξξ-ξξALLEGHENY COUNTY COUNTY, Public,9,12,,
420489007258, CECIL INTRMD SCH, 3676 MILLERS RUN RD, MC DONALD, PA 15057, (724) 745-2623, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,5,6,,
420996007270, FORT CHERRY EL CTR, 110 FORT CHERRY RD, MC DONALD, PA 15057, (724) 796-1551, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, KG,6,,
420996004242, FORT CHERRY JSHS, 110 FORT CHERRY RD, MC DONALD, PA 15057, (724) 796-1551, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,7,12,,
422058000258, SOUTH FAYETTE MS, 3700 OLD OAKDALE RD, MC DONALD, PA 15057, (412) 221-4542, ξξ-ξξALLEGHENY COUNTY COUNTY, Public,5,8,,
422058000468, SOUTH FAYETTE TWP EL SCH, 3620 OLD OAKDALE RD, MC DONALD, PA 15057, (412) 221-4542, ξξ-ξξALLEGHENY COUNTY COUNTY, Public, KG,4,,
422058000470, SOUTH FAYETTE TWP HS, 3640 OLD OAKDALE RD, MC DONALD, PA 15057, (412) 221-4542, ξξ-ξξALLEGHENY COUNTY COUNTY, Public,9,12,,
422604000715, FAIRVIEW EL SCH, 343 RIDGEMONT DR, MIDLAND, PA 15059, (724) 643-9680, ξξ-ξξBEAVER COUNTY COUNTY, Public, PK,5,,
420014300906, LINCOLN PARK PERFORMING ARTS CS, ONE LINCOLN PARK, MIDLAND, PA 15059, (724) 643-9004, ξξ-ξξBEAVER COUNTY COUNTY, Public,8,12,,
421527006566, MIDLAND EL/MS, 173 7TH ST, MIDLAND, PA 15059, (724) 643-5094, ξξ-ξξBEAVER COUNTY COUNTY, Public, PK,12,,
420007100534, PENNSYLVANIA CYBER CS, 1200 MIDLAND AVE, MIDLAND, PA 15059, (724) 643-1180, ξξ-ξξBEAVER COUNTY COUNTY, Public, KG,12,,
428050007095, BEAVER COUNTY CTC, 145 POPLAR DRIVE, MONACA, PA 15061, (724) 728-5800, ξξ-ξξBEAVER COUNTY COUNTY, Public,10,12,,
420082407319, CENTRAL VALLEY HS, 160 BAKER ROAD EXT, MONACA, PA 15061, (724) 775-4300, ξξ-ξξBEAVER COUNTY COUNTY, Public,9,12,,
420082407317, CENTRAL VALLEY MS, 1500 ALLEN AVE, MONACA, PA 15061, (724) 775-8200, ξξ-ξξBEAVER COUNTY COUNTY, Public,6,8,,
420082407329, TODD LANE EL SCH, 113 TODD LN, MONACA, PA 15061, (724) 775-1050, ξξ-ξξBEAVER COUNTY COUNTY, Public,3,5,,
1194128, ST JOHN THE BAPTIST SCHOOL, 1501 VIRGINIA AVE, MONACA, PA 15061, (724) 775-5774, ξξ-ξξBEAVER COUNTY, Private, PK,8,,
421560004444, MONESSEN EL CTR, 1275 ROSTRAVER ST, MONESSEN, PA 15062, (724) 684-4456, ξξ-ξξWESTMORELAND COUNTY COUNTY, Public, KG,5,,
421560000087, MONESSEN MS, 1245 STATE RD, MONESSEN, PA 15062, (724) 684-6282, ξξ-ξξWESTMORELAND COUNTY COUNTY, Public,6,8,,
421560006181, MONESSEN SHS, 1245 STATE RD, MONESSEN, PA 15062, (724) 684-7100, ξξ-ξξWESTMORELAND COUNTY COUNTY, Public,9,12,,
