420606005217, CLARION AREA EL SCH, 800 BOUNDARY ST, CLARION, PA 16214, (814) 226-8118, ξξ-ξξCLARION COUNTY COUNTY, Public, PK,6,,,
240048000855, JOHN F. KENNEDY HIGH, 1901 RANDOLPH RD, SILVER SPRING, MD 20902, (301) 929-2100, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,9,12,,,
240048000858, KEMP MILL ELEMENTARY, 411 SISSON ST, SILVER SPRING, MD 20902, (301) 649-8046, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048000888, OAKLAND TERRACE ELEMENTARY, 2720 PLYERS MILL RD, SILVER SPRING, MD 20902, (301) 929-2161, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
240048001458, SLIGO MIDDLE, 1401 DENNIS AVE, SILVER SPRING, MD 20902, (301) 649-8121, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,6,8,,,
A9103193, EVERGREEN MONTESSORI SCHOOL, 10700 GEORGIA AVE, WHEATON, MD 20902, (301) 942-5979, ξξ-ξξMONTGOMERY COUNTY, Private,1,3,,,
A0901707, KEMP MILL MONTESSORI SCHOOL KEHILLAT MONTESSORI, 519 LAMBERTON DR, SILVER SPRING, MD 20902, (301) 593-4343, ξξ-ξξMONTGOMERY COUNTY, Private, PK,5,,,
A0901742, PATHWAYS SCHOOL - CROSSLAND RE ENTRY, 1106 UNIVERSITY BLVD W, SILVER SPRING, MD 20902, (301) 649-0778, ξξ-ξξPRINCE GEORGE'S COUNTY, Private,9,12,,,
A9303548, PATHWAYS SCHOOL - EDGEWOOD, 1106 UNIVERSITY BLVD W, SILVER SPRING, MD 20902, (301) 649-0778, ξξ-ξξMONTGOMERY COUNTY, Private,9,12,,,
A0901743, PATHWAYS SCHOOL - HYATTSVILLE, 1106 UNIVERSITY BLVD W, SILVER SPRING, MD 20902, (301) 649-0778, ξξ-ξξPRINCE GEORGE'S COUNTY, Private,5,8,,,
A9103258, PATHWAYS SCHOOL - NORTHWOOD, 1106 UNIVERSITY BLVD W, SILVER SPRING, MD 20902, (301) 649-0778, ξξ-ξξMONTGOMERY COUNTY, Private,9,12,,,
A0501862, PATHWAYS SCHOOL - SPRINGVILLE RE-ENTRY, 1106 UNIVERSITY BLVD W, SILVER SPRING, MD 20902, (301) 649-0778, ξξ-ξξMONTGOMERY COUNTY, Private,9,12,,,
1604668, ST ANDREW APOSTLE SCHOOL, 11602 KEMP MILL RD, SILVER SPRING, MD 20902, (301) 649-3555, ξξ-ξξMONTGOMERY COUNTY, Private,1,8,,,
1604737, ST CATHERINE LABOURE SCHOOL, 11811 CLARIDGE RD, WHEATON, MD 20902, (301) 946-1717, ξξ-ξξMONTGOMERY COUNTY, Private, PK,8,,,
1604872, ST JOHN THE EVANGELIST SCHOOL, 10201 WOODLAND DR, SILVER SPRING, MD 20902, (301) 681-7656, ξξ-ξξMONTGOMERY COUNTY, Private, PK,8,,,
A0301781, YESHIVA OF GREATER WASHINGTON BOYS DIVISION, 1216 ARCOLA AVE, SILVER SPRING, MD 20902, (301) 649-7077, ξξ-ξξMONTGOMERY COUNTY, Private,7,12,,,
240048000788, BROAD ACRES ELEMENTARY, 710 BEACON RD, SILVER SPRING, MD 20903, (301) 431-7616, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048000814, CRESTHAVEN ELEMENTARY, 1234 CRESTHAVEN DR, SILVER SPRING, MD 20903, (301) 431-7622, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,3,5,,,
240048090453, FRANCIS SCOTT KEY MIDDLE, 910 SCHINDLER DRIVE, SILVER SPRING, MD 20903, (301) 422-5600, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,6,8,,,
240048000881, NEW HAMPSHIRE ESTATES ELEM, 8720 CARROLL AVE, SILVER SPRING, MD 20903, (301) 431-7607, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,2,,,
240048001572, ROSCOE R NIX ELEMENTARY, 1100 CORLISS ST, SILVER SPRING, MD 20903, (301) 422-5070, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,2,,,
1604726, ST CAMILLUS SCHOOL & EARLY CHILDHOOD CENTER1500,  SAINT CAMILLUS DR, SILVER SPRING, MD 20903, (301) 434-2344, ξξ-ξξMONTGOMERY COUNTY, Private, PK,8,,,
240048000797, CANNON ROAD ELEMENTARY, 13313 OLD COLUMBIA PIKE, SILVER SPRING, MD 20904, (301) 989-5662, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048000839, GALWAY ELEMENTARY, 12612 GALWAY DR, SILVER SPRING, MD 20904, (301) 595-2930, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048001510, GREENCASTLE ELEMENTARY, 13611 ROBEY RD, SILVER SPRING, MD 20904, (301) 595-2940, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048000854, JACKSON ROAD ELEMENTARY, 900 JACKSON RD, SILVER SPRING, MD 20904, (301) 989-5650, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048000926, SPRINGBROOK HIGH, 201 VALLEYBROOK DR, SILVER SPRING, MD 20904, (301) 989-5700, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,9,12,,,
240048000950, WESTOVER ELEMENTARY, 401 HAWKESBURY LN, SILVER SPRING, MD 20904, (301) 989-5676, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048000954, WHITE OAK MIDDLE, 12201 NEW HAMPSHIRE AVE, SILVER SPRING, MD 20904, (301) 989-5780, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,6,8,,,
240048000955, WILLIAM TYLER PAGE ELEMENTARY, 13400 TAMARACK RD, SILVER SPRING, MD 20904, (301) 989-5672, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
A9103155, CASA DE MONTESSORI, 709 HOBBS DR, SILVER SPRING, MD 20904, (301) 384-8404, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
2032019, FORCEY CHRISTIAN SCHOOL PK-8, 2130 E RANDOLPH RD, SILVER SPRING, MD 20904, (301) 622-2281, ξξ-ξξMONTGOMERY COUNTY, Private, PK,8,,,
A9704309, JAMON MONTESSORI DAY SCHOOL, 52 RANDOLPH RD, SILVER SPRING, MD 20904, (301) 384-3131, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
1604883, ST JOHN THE BAPTIST SCHOOL, 12319 NEW HAMPSHIRE AVE, SILVER SPRING, MD 20904, (301) 622-3076, ξξ-ξξMONTGOMERY COUNTY, Private, KG,8,,,
240048090450, BRIGGS CHANEY MIDDLE, 1901 RAINBOW DR, SILVER SPRING, MD 20905, (301) 989-6000, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,6,8,,,
240048001524, CLOVERLY ELEMENTARY, 800 BRIGGS CHANEY RD, SILVER SPRING, MD 20905, (301) 989-5770, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048090480, DR. CHARLES R. DREW ELEMENTARY, 1200 SWINGINGDALE DR, SILVER SPRING, MD 20905, (301) 989-6030, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048000826, FAIRLAND ELEMENTARY, 14315 FAIRDALE RD, SILVER SPRING, MD 20905, (301) 989-5658, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048001044, JAMES HUBERT BLAKE HIGH, 300 NORWOOD RD, SILVER SPRING, MD 20905, (301) 879-1300, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,9,12,,,
240048000929, STONEGATE ELEMENTARY, 14811 NOTLEY RD, SILVER SPRING, MD 20905, (301) 989-5668, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
A9103322, HAMPSHIRE VIEW CHRISTIAN SCHOOL, 360 EDNOR RD, SILVER SPRING, MD 20905, (301) 570-8457, ξξ-ξξMONTGOMERY COUNTY, Private, KG,12,,,
581504, SPENCERVILLE ADVENTIST ACADEMY, 15930 GOOD HOPE RD, SILVER SPRING, MD 20905, (301) 421-9101, ξξ-ξξMONTGOMERY COUNTY, Private, PK,12,,,
240048001446, A. MARIO LOIEDERMAN MIDDLE, 12701 GOODHILL RD, SILVER SPRING, MD 20906, (301) 929-2282, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,6,8,,,
240048000409, ARGYLE MIDDLE, 2400 BEL PRE RD, SILVER SPRING, MD 20906, (301) 460-2400, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,6,8,,,
240048000780, BEL PRE ELEMENTARY, 13801 RIPPLING BROOK DR, SILVER SPRING, MD 20906, (301) 460-2145, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,2,,,
240048000842, GEORGIAN FOREST ELEMENTARY, 3100 REGINA DR, SILVER SPRING, MD 20906, (301) 460-2170, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048000848, HARMONY HILLS ELEMENTARY, 13407 LYDIA ST, SILVER SPRING, MD 20906, (301) 929-2157, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048001537, SARGENT SHRIVER ELEMENTARY, 12518 GREENLY DR, SILVER SPRING, MD 20906, (301) 929-4426, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048000930, STRATHMORE ELEMENTARY, 3200 BEAVERWOOD LN, SILVER SPRING, MD 20906, (301) 460-2135, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,3,5,,,
240048001045, THOMAS EDISON HIGH SCHOOL OF TECHNOLOGY, 12501 DALEWOOD DR, SILVER SPRING, MD 20906, (301) 929-2175, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,9,12,,,
240048000940, VIERS MILL ELEMENTARY, 11711 JOSEPH MILL RD, SILVER SPRING, MD 20906, (301) 929-2165, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048000946, WELLER ROAD ELEMENTARY, 3301 WELLER RD, SILVER SPRING, MD 20906, (301) 929-2010, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048000951, WHEATON HIGH, 12601 DALEWOOD DR, SILVER SPRING, MD 20906, (301) 929-2050, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,9,12,,,
579109, BARRIE SCHOOL, 13500 LAYHILL RD, SILVER SPRING, MD 20906, (301) 576-2800, ξξ-ξξMONTGOMERY COUNTY, Private, PK,12,,,
A9701783, FAITH ARTS ACADEMY, 13618 LAYHILL RD, SILVER SPRING, MD 20906, (301) 438-2012, ξξ-ξξMONTGOMERY COUNTY, Private, PK,5,,,
2031627, WINCHESTER SCHOOL, 3223 BEL PRE RD, SILVER SPRING, MD 20906, (301) 598-2266, ξξ-ξξMONTGOMERY COUNTY, Private, PK,1,,,
240048000821, EAST SILVER SPRING ELEMENTARY, 631 SILVER SPRING AVE, SILVER SPRING, MD 20910, (301) 650-6420, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,4,,,
240048000915, ROSEMARY HILLS ELEMENTARY, 2111 PORTER RD, SILVER SPRING, MD 20910, (301) 650-6400, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,2,,,
240048001128, SILVER SPRING INTERNATIONAL MIDDLE, 313 WAYNE AVE, SILVER SPRING, MD 20910, (301) 650-6544, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,6,8,,,
240048001122, SLIGO CREEK ELEMENTARY, 500 SCHUYLER RD, SILVER SPRING, MD 20910, (301) 562-2722, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048000933, TAKOMA PARK MIDDLE SCHOOL, 7611 PINEY BRANCH RD, SILVER SPRING, MD 20910, (301) 650-6444, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,6,8,,,
240048000961, WOODLIN ELEMENTARY, 2101 LUZERNE AVE, SILVER SPRING, MD 20910, (301) 650-6440, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
AA000201, CALVARY LUTHERAN SCHOOL, 9545 GEORGIA AVE, SILVER SPRING, MD 20910, (301) 589-4001, ξξ-ξξMONTGOMERY COUNTY, Private, KG,8,,,
2032085, CHELSEA SCHOOL, 711 PERSHING DR, SILVER SPRING, MD 20910, (301) 585-1430, ξξ-ξξMONTGOMERY COUNTY, Private,5,12,,,
579878, GRACE EPISCOPAL DAY SCHOOL, 9115 GEORGIA AVE, SILVER SPRING, MD 20910, (301) 585-3513, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
K9303095, QUALITY TIME EARLY LEARNING CENTER, 8101 GEORGIA AVE, SILVER SPRING, MD 20910, (301) 588-6002, ξξ-ξξMONTGOMERY COUNTY, Private, KG,1,,,
1605049, ST MICHAEL THE ARCHANGEL CATHOLIC SCHOOL, 824 WAYNE AVE, SILVER SPRING, MD 20910, (301) 585-6873, ξξ-ξξMONTGOMERY COUNTY, Private, KG,8,,,
253244, THE NORA SCHOOL, 955 SLIGO AVE, SILVER SPRING, MD 20910, (301) 495-6672, ξξ-ξξMONTGOMERY COUNTY, Private,9,12,,,
A0792032, THE SIENA SCHOOL, 9727 GEORGIA AVE, SILVER SPRING, MD 20910, (301) 592-0567, ξξ-ξξMONTGOMERY COUNTY, Private,4,12,,,
A9502162, TORAH SCHOOL OF GREATER WASHINGTON, 2010 LINDEN LN, SILVER SPRING, MD 20910, (301) 962-8003, ξξ-ξξMONTGOMERY COUNTY, Private, KG,6,,,
579641, YESHIVA OF GREATER WASHINGTON GIRLS DIVISION, 2010 LINDEN LN, SILVER SPRING, MD 20910, (301) 962-5111, ξξ-ξξMONTGOMERY COUNTY, Private,7,12,,,
240051000999, CAROLE HIGHLANDS ELEMENTARY, 1610 HANNON ST, TAKOMA PARK, MD 20912, (301) 431-5660, ξξ-ξξPRINCE GEORGE'S COUNTY COUNTY, Public, PK,6,,,
240048000894, PINEY BRANCH ELEMENTARY, 7510 MAPLE AVE, TAKOMA PARK, MD 20912, (301) 891-8000, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,3,5,,,
240048000913, ROLLING TERRACE ELEMENTARY, 705 BAYFIELD ST, TAKOMA PARK, MD 20912, (301) 431-7600, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
240048000932, TAKOMA PARK ELEMENTARY, 7511 HOLLY AVE, TAKOMA PARK, MD 20912, (301) 650-6414, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,2,,,
581399, JOHN NEVINS ANDREWS SCHOOL, 117 ELM AVE, TAKOMA PARK, MD 20912, (301) 270-1400, ξξ-ξξMONTGOMERY COUNTY, Private, KG,8,,,
581468, SLIGO ADVENTIST SCHOOL, 8300 CARROLL AVE, TAKOMA PARK, MD 20912, (301) 434-1417, ξξ-ξξMONTGOMERY COUNTY, Private, PK,8,,,
581209, TAKOMA ACADEMY, 8120 CARROLL AVE, TAKOMA PARK, MD 20912, (301) 434-4700, ξξ-ξξMONTGOMERY COUNTY, Private,9,12,,,
A9103320, THE WASHINGTON-MCLAUGHLIN CHRISTIAN SCHOOL, 6501 POPLAR AVE, TAKOMA PARK, MD 20912, (301) 270-2760, ξξ-ξξMONTGOMERY COUNTY, Private, PK,6,,,
A0901691, GRIGGS INTERNATIONAL ACADEMY, PO BOX 4437, SILVER SPRING, MD 20914, (301) 680-6578, ξξ-ξξMONTGOMERY COUNTY, Private, KG,12,,,
2032096, HEBREW DAY SCHOOL OF MONTGOMERY COUNTY, PO BOX 1753, SILVER SPRING, MD 20915, (301) 649-5400, ξξ-ξξMONTGOMERY COUNTY, Private, KG,6,,,
240039000679, ABERDEEN HIGH, 251 PARADISE RD, ABERDEEN, MD 21001, (410) 273-5500, ξξ-ξξHARFORD COUNTY COUNTY, Public,9,12,,,
240039000678, ABERDEEN MIDDLE, 111 MOUNT ROYAL AVE, ABERDEEN, MD 21001, (410) 273-5510, ξξ-ξξHARFORD COUNTY COUNTY, Public,6,8,,,
240039000680, BAKERFIELD ELEMENTARY, 36 BAKER ST, ABERDEEN, MD 21001, (410) 273-5518, ξξ-ξξHARFORD COUNTY COUNTY, Public, PK,5,,,
240039000480, CENTER FOR EDUCATIONAL OPPORTUNITY - ALTERNATIVE C, 253 PARADISE RD, ABERDEEN, MD 21001, (410) 273-5594, ξξ-ξξHARFORD COUNTY COUNTY, Public,7,12,,,
240039000700, G. LISBY ELEMENTARY AT HILLSDALE, 810 EDMUND ST, ABERDEEN, MD 21001, (410) 273-5530, ξξ-ξξHARFORD COUNTY COUNTY, Public, PK,5,,,
240039000693, HALLS CROSS ROADS ELEMENTARY, 203 E BEL AIR AVE, ABERDEEN, MD 21001, (410) 273-5524, ξξ-ξξHARFORD COUNTY COUNTY, Public, PK,5,,,
578069, ST JOAN OF ARC SCHOOL, 230 S LAW ST, ABERDEEN, MD 21001, (410) 272-1387, ξξ-ξξHARFORD COUNTY, Private, KG,8,,,
240039000162, ABINGDON ELEMENTARY, 399 SINGER RD, ABINGDON, MD 21009, (410) 638-3910, ξξ-ξξHARFORD COUNTY COUNTY, Public, PK,5,,,
240039000716, WILLIAM PACA/OLD POST ROAD ELEMENTARY, 2706 OLD PHILADELPHIA RD, ABINGDON, MD 21009, (410) 612-1566, ξξ-ξξHARFORD COUNTY COUNTY, Public, PK,5,,,
240039000715, WILLIAM S. JAMES ELEMENTARY, 1 LAURENTUM PKW, ABINGDON, MD 21009, (410) 638-3900, ξξ-ξξHARFORD COUNTY COUNTY, Public, KG,5,,,
A0301756, NEW COVENANT CHRISTIAN SCHOOL, 128 SAINT MARYS CHURCH RD, ABINGDON, MD 21009, (443) 512-0771, ξξ-ξξHARFORD COUNTY, Private, PK,11,,,
240006000038, ARNOLD ELEMENTARY, 90 CHURCH RD, ARNOLD, MD 21012, (410) 222-1670, ξξ-ξξANNE ARUNDEL COUNTY COUNTY, Public, KG,5,,,
240006000044, BELVEDERE ELEMENTARY, 360 BROADWATER RD, ARNOLD, MD 21012, (410) 975-9432, ξξ-ξξANNE ARUNDEL COUNTY COUNTY, Public, PK,5,,,
240006000047, BROADNECK ELEMENTARY, 470 SHORE ACRES RD, ARNOLD, MD 21012, (410) 222-1680, ξξ-ξξANNE ARUNDEL COUNTY COUNTY, Public, KG,5,,,
240006000091, MAGOTHY RIVER MIDDLE, 241 PENINSULA FARM RD, ARNOLD, MD 21012, (410) 544-0926, ξξ-ξξANNE ARUNDEL COUNTY COUNTY, Public,6,8,,,
240006000124, SEVERN RIVER MIDDLE, 241 PENINSULA FARM RD, ARNOLD, MD 21012, (410) 544-0922, ξξ-ξξANNE ARUNDEL COUNTY COUNTY, Public,6,8,,,
2030485, ANTIOCH CHRISTIAN SCHOOL, PO BOX 897, ARNOLD, MD 21012, (410) 757-5000, ξξ-ξξANNE ARUNDEL COUNTY, Private, KG,12,,,
2030521, ARNOLD CHRISTIAN ACADEMY, 365 JONES STATION RD, ARNOLD, MD 21012, (410) 544-1882, ξξ-ξξANNE ARUNDEL COUNTY, Private, KG,7,,,
1933932, CHESAPEAKE ACADEMY, 1185 BALTIMORE ANNAPOLIS BLVD, ARNOLD, MD 21012, (410) 647-9612, ξξ-ξξANNE ARUNDEL COUNTY, Private, PK,5,,,
K9302804, WEE LAD & LASSIE EARLY LEARNING CENTER1281,  BALTIMORE ANNAPOLIS BLVD, ARNOLD, MD 21012, (410) 647-2178, ξξ-ξξANNE ARUNDEL COUNTY, Private, PK,KG,,,
240012000352, CARROLL MANOR ELEMENTARY, 4434 CARROLL MANOR RD, BALDWIN, MD 21013, (410) 887-5947, ξξ-ξξBALTIMORE COUNTY COUNTY, Public, KG,5,,,
240039000681, BEL AIR ELEMENTARY, 30 E LEE ST, BEL AIR, MD 21014, (410) 638-4160, ξξ-ξξHARFORD COUNTY COUNTY, Public, PK,5,,,
240039000683, BEL AIR HIGH, 100 HEIGHE ST, BEL AIR, MD 21014, (410) 638-4600, ξξ-ξξHARFORD COUNTY COUNTY, Public,9,12,,,
240039001397, BEL AIR MIDDLE, 99 IDLEWILD STREET, BEL AIR, MD 21014, (410) 638-4140, ξξ-ξξHARFORD COUNTY COUNTY, Public,6,8,,,
240039000485, EMMORTON ELEMENTARY, 2502 TOLLGATE RD, BEL AIR, MD 21014, (410) 638-3920, ξξ-ξξHARFORD COUNTY COUNTY, Public, KG,5,,,
240039000698, HICKORY ELEMENTARY, 2100 CONOWINGO RD, BEL AIR, MD 21014, (410) 638-4170, ξξ-ξξHARFORD COUNTY COUNTY, Public, KG,5,,,
240039000701, HOMESTEAD/WAKEFIELD ELEMENTARY, 900 S MAIN ST, BEL AIR, MD 21014, (410) 638-4175, ξξ-ξξHARFORD COUNTY COUNTY, Public, PK,5,,,
240039090447, RING FACTORY ELEMENTARY, 1400 EMMORTON RD, BEL AIR, MD 21014, (410) 638-4186, ξξ-ξξHARFORD COUNTY COUNTY, Public, KG,5,,,
240039000682, SOUTHAMPTON MIDDLE, 1200 MOORES MILL RD, BEL AIR, MD 21014, (410) 638-4150, ξξ-ξξHARFORD COUNTY COUNTY, Public,6,8,,,
A0301705, AWAKENING CHILD MONTESSORI SCHOOL, 604 YARMOUTH LN, BEL AIR, MD 21014, (410) 836-0833, ξξ-ξξHARFORD COUNTY, Private, PK,KG,,,
1934186, BEL FOREST CHRISTIAN ACADEMY, 603 VALE RD, BEL AIR, MD 21014, (410) 838-6074, ξξ-ξξHARFORD COUNTY, Private, PK,8,,,
1651153, HARFORD DAY SCHOOL, 715 MOORES MILL RD, BEL AIR, MD 21014, (410) 838-4848, ξξ-ξξHARFORD COUNTY, Private, PK,8,,,
A9701843, JAMES RUN CHRISTIAN ACADEMY, PO BOX 1038, BEL AIR, MD 21014, (410) 877-1576, ξξ-ξξHARFORD COUNTY, Private,10,11,,,
578863, JOHN CARROLL SCHOOL, 703 E CHURCHVILLE RD, BEL AIR, MD 21014, (410) 803-9419, ξξ-ξξHARFORD COUNTY, Private,9,12,,,
578568, ST MARGARET SCHOOL, 205 N HICKORY AVE, BEL AIR, MD 21014, (410) 879-1113, ξξ-ξξHARFORD COUNTY, Private, PK,8,,,
240039001380, C. MILTON WRIGHT HIGH, 1301 N FOUNTAIN GREEN RD, BEL AIR, MD 21015, (410) 638-4110, ξξ-ξξHARFORD COUNTY COUNTY, Public,9,12,,,
240039000394, FOUNTAIN GREEN ELEMENTARY, 517 FOUNTAIN GREEN RD, BEL AIR, MD 21015, (410) 638-4220, ξξ-ξξHARFORD COUNTY COUNTY, Public, KG,5,,,
240039000694, HARFORD TECHNICAL HIGH, 200 THOMAS RUN RD, BEL AIR, MD 21015, (410) 638-3804, ξξ-ξξHARFORD COUNTY COUNTY, Public,9,12,,,
240039000703, JOHN ARCHER SCHOOL, 100 THOMAS RUN RD, BEL AIR, MD 21015, (410) 638-3810, ξξ-ξξHARFORD COUNTY COUNTY, Public, PK,12,,,
240039001638, PATTERSON MILL HIGH SCHOOL, 85 PATTERSON MILL RD, BEL AIR, MD 21015, (410) 638-4640, ξξ-ξξHARFORD COUNTY COUNTY, Public,9,12,,,
240039001642, PATTERSON MILL MIDDLE SCHOOL, 85 PATTERSON MILL RD, BEL AIR, MD 21015, (410) 638-4640, ξξ-ξξHARFORD COUNTY COUNTY, Public,6,8,,,
240039000712, PROSPECT MILL ELEMENTARY, 101 PROSPECT MILL RD, BEL AIR, MD 21015, (410) 638-3817, ξξ-ξξHARFORD COUNTY COUNTY, Public, PK,5,,,
A9701781, EMMORTON BAPTIST ACADEMY, 106 PLUMTREE RD, BEL AIR, MD 21015, (410) 569-0585, ξξ-ξξHARFORD COUNTY, Private,2,11,,,
A0901694, HICKORY CHILD DEVELOPMENT CENTER, 2430 CONOWINGO RD, BEL AIR, MD 21015, (410) 838-8290, ξξ-ξξHARFORD COUNTY, Private, PK,KG,,,
A0301768, THE ARROW CENTER FOR EDUCATION-FAIR MEADOWS, 2416 CRESWELL RD, BEL AIR, MD 21015, (410) 734-0560, ξξ-ξξHARFORD COUNTY, Private,7,12,,,
A9902238, THE HIGHLANDS SCHOOL, 2409 CRESWELL RD, BEL AIR, MD 21015, (410) 836-1415, ξξ-ξξHARFORD COUNTY, Private, KG,KG,,,
240039000468, CHURCH CREEK ELEMENTARY, 4299 CHURCH CREEK RD, BELCAMP, MD 21017, (410) 273-5550, ξξ-ξξHARFORD COUNTY COUNTY, Public, PK,5,,,
AA000920, MARYVALE PREPARATORY SCHOOL, 11300 FALLS RD, BROOKLANDVILLE, MD 21022, (410) 252-3366, ξξ-ξξBALTIMORE COUNTY, Private,6,12,,,
580227, PARK SCHOOL OF BALTIMORE, PO BOX 8200, BROOKLANDVILLE, MD 21022, (410) 339-7070, ξξ-ξξBALTIMORE COUNTY, Private, PK,12,,,
1934073, ST PAUL'S SCHOOL FOR GIRLS, 11232 FALLS RD, BROOKLANDVILLE, MD 21022, (410) 823-6323, ξξ-ξξBALTIMORE COUNTY, Private,5,12,,,
579506, ST PAULS SCHOOL, 11152 FALLS RD, BROOKLANDVILLE, MD 21022, (410) 825-4400, ξξ-ξξBALTIMORE COUNTY, Private, KG,12,,,
240039000684, CHURCHVILLE ELEMENTARY, 2935 LEVEL RD, CHURCHVILLE, MD 21028, (410) 638-3800, ξξ-ξξHARFORD COUNTY COUNTY, Public, KG,5,,,
A0901693, HELPING HANDS CHILD DEVELOPMENT ACADEMY, 3237 LEVEL RD, CHURCHVILLE, MD 21028, (410) 734-4006, ξξ-ξξHARFORD COUNTY, Private, PK,3,,,
